CUSTOMER_ID-1,Month,Customer Cohort Month,Grand Total
A00000302,8/31/2021,2/29/2020,230000
A00001408,7/31/2021,7/31/2021,2000
A00000172,12/31/2021,8/31/2018,209000
A00000382,5/31/2022,1/31/2021,333000
A00000305,8/31/2021,7/31/2020,416000
A00000323,7/31/2021,12/31/2020,5000
A00000397,5/31/2021,2/28/2021,81000
A00000148,2/28/2022,7/31/2018,15912000
A00000316,4/30/2022,4/30/2020,171428000
A00001566,2/28/2023,6/30/2022,133000
A00000206,5/31/2023,6/30/2018,2067000
A00000406,6/30/2021,3/31/2021,129000
A00000140,3/31/2021,6/30/2018,1464000
A00000346,4/30/2021,7/31/2020,73000
A00001528,1/31/2023,4/30/2022,61000
A00000378,2/28/2022,12/31/2020,1000
A00001480,8/31/2022,1/31/2022,4000
A00000274,10/31/2022,10/31/2019,2574000
A00000006,4/30/2022,1/31/2018,641000
A00000372,3/31/2021,12/31/2020,1914000
A00001544,12/31/2022,4/30/2022,77355000
A00000350,4/30/2021,7/31/2020,90000
A00000405,9/30/2022,3/31/2021,55000
A00000339,3/31/2022,6/30/2020,60000
A00000191,4/30/2022,12/31/2018,152000
A00000251,9/30/2021,7/31/2019,451000
A00001401,3/31/2022,5/31/2021,364000
A00000405,5/31/2021,3/31/2021,46000
A00000390,3/31/2022,2/28/2021,12000
A00000140,2/28/2023,6/30/2018,1938000
A00000387,10/31/2022,2/28/2021,23000
A00000326,10/31/2022,4/30/2020,6000
A00001657,1/31/2023,11/30/2022,10000
A00001422,11/30/2022,8/31/2021,13000
A00001408,8/31/2021,7/31/2021,19000
A00000162,3/31/2023,9/30/2018,217000
A00000381,2/28/2023,1/31/2021,874000
A00000377,7/31/2021,1/31/2021,2000
A00000124,3/31/2023,1/31/2018,113000
A00000285,12/31/2021,11/30/2019,447000
A00001394,3/31/2023,5/31/2021,551000
A00000379,10/31/2021,1/31/2021,50000
A00000385,1/31/2023,1/31/2021,532000
A00001406,10/31/2021,8/31/2021,209000
A00000206,11/30/2022,6/30/2018,3247000
A00001394,4/30/2023,5/31/2021,150000
A00000399,3/31/2023,12/31/2021,19000
A00000183,5/31/2021,12/31/2018,3346000
A00000372,8/31/2021,12/31/2020,3504000
A00001408,2/28/2022,7/31/2021,80000
A00000340,10/31/2022,6/30/2020,1440000
A00000385,2/28/2023,1/31/2021,1805000
A00001470,9/30/2022,1/31/2022,2773000
A00000303,4/30/2021,3/31/2020,1016000
A00000378,7/31/2021,12/31/2020,1000
A00000354,4/30/2022,9/30/2020,366000
A00000378,3/31/2023,12/31/2020,16000
A00001576,7/31/2022,6/30/2022,6000
A00001394,12/31/2022,5/31/2021,429000
A00001454,2/28/2022,11/30/2021,15000
A00001477,5/31/2022,1/31/2022,14000
A00000215,1/31/2023,2/28/2019,6423000
A00001445,1/31/2023,10/31/2021,5941000
A00000399,11/30/2022,12/31/2021,14000
A00001531,4/30/2022,3/31/2022,49000
A00000172,3/31/2022,8/31/2018,616000
A00000031,6/30/2021,1/31/2018,7000
A00000206,4/30/2022,6/30/2018,1830000
A00001470,2/28/2023,1/31/2022,1657000
A00002393,5/31/2023,3/31/2023,64000
A00001456,2/28/2022,11/30/2021,7509000
A00000400,12/31/2021,3/31/2021,2357000
A00001494,8/31/2022,4/30/2022,47000
A00001477,4/30/2022,1/31/2022,11000
A00001592,5/31/2023,7/31/2022,3000
A00000399,8/31/2022,12/31/2021,13000
A00001445,4/30/2023,10/31/2021,2086000
A00000374,9/30/2021,11/30/2020,91000
A00001674,2/28/2023,11/30/2022,354000
A00001556,5/31/2022,4/30/2022,77000
A00001452,9/30/2022,3/31/2022,145000
A00000413,5/31/2021,4/30/2021,8000
A00000339,10/31/2022,6/30/2020,184000
A00000405,4/30/2022,3/31/2021,86000
A00000148,1/31/2022,7/31/2018,15862000
A00000350,2/28/2023,7/31/2020,50000
A00000148,1/31/2023,7/31/2018,24813000
A00001478,5/31/2023,1/31/2022,53000
A00000416,1/31/2023,4/30/2021,186000
A00000323,11/30/2021,12/31/2020,8000
A00000206,9/30/2022,6/30/2018,3206000
A00001478,8/31/2022,1/31/2022,63000
A00000242,2/28/2022,5/31/2019,7747000
A00000259,5/31/2023,9/30/2019,36000
A00000303,4/30/2023,3/31/2020,236000
A00000421,10/31/2022,5/31/2021,107000
A00000326,11/30/2022,4/30/2020,13000
A00000412,12/31/2022,6/30/2021,19000
A00001421,11/30/2021,8/31/2021,192000
A00000217,4/30/2022,4/30/2019,875000
A00000346,1/31/2022,7/31/2020,67000
A00000191,5/31/2023,12/31/2018,761000
A00000140,4/30/2021,6/30/2018,1476000
A00001690,1/31/2023,12/31/2022,8000
A00000346,5/31/2022,7/31/2020,51000
A00000039,2/28/2023,1/31/2018,4880000
A00000230,4/30/2023,1/31/2018,1742000
A00000405,10/31/2021,3/31/2021,26000
A00000393,11/30/2022,3/31/2021,696000
A00001415,3/31/2023,8/31/2021,512000
A00000374,12/31/2022,11/30/2020,283000
A00000196,12/31/2022,3/31/2019,284000
A00000416,7/31/2022,4/30/2021,268000
A00001548,3/31/2023,4/30/2022,51000
A00001437,12/31/2022,10/31/2021,11000
A00000148,9/30/2022,7/31/2018,21963000
A00000180,6/30/2021,11/30/2018,1162000
A00001401,2/28/2023,5/31/2021,2433000
A00000337,4/30/2023,6/30/2020,12000
A00000412,6/30/2021,6/30/2021,19000
A00000400,2/28/2022,3/31/2021,2880000
A00000285,1/31/2023,11/30/2019,323000
A00000031,4/30/2021,1/31/2018,30000
A00001415,12/31/2022,8/31/2021,501000
A00000302,10/31/2022,2/29/2020,1096000
A00000172,9/30/2022,8/31/2018,756000
A00000385,6/30/2022,1/31/2021,1741000
A00000316,11/30/2021,4/30/2020,365682000
A00000003,10/31/2022,1/31/2018,2244000
A00000377,3/31/2021,1/31/2021,1000
A00000326,4/30/2021,4/30/2020,9000
A00001460,8/31/2022,12/31/2021,23000
A00001454,11/30/2021,11/30/2021,1000
A00000216,3/31/2022,10/31/2018,1761000
A00001592,8/31/2022,7/31/2022,23000
A00000390,6/30/2022,2/28/2021,8000
A00001544,4/30/2022,4/30/2022,17000
A00001416,3/31/2023,6/30/2021,2680000
A00001489,5/31/2022,1/31/2022,11000
A00000303,10/31/2021,3/31/2020,1175000
A00000289,5/31/2023,12/31/2019,396000
A00000372,2/28/2022,12/31/2020,3652000
A00000183,4/30/2021,12/31/2018,2863000
A00001480,1/31/2023,1/31/2022,476000
A00000340,11/30/2022,6/30/2020,883000
A00000149,11/30/2022,7/31/2018,760000
A00000251,2/28/2022,7/31/2019,948000
A00001522,1/31/2023,3/31/2022,22000
A00001445,10/31/2021,10/31/2021,71000
A00000378,4/30/2021,12/31/2020,1000
A00001408,5/31/2022,7/31/2021,64000
A00000251,5/31/2022,7/31/2019,1034000
A00000421,7/31/2021,5/31/2021,192000
A00000072,3/31/2023,1/31/2018,969000
A00001454,8/31/2022,11/30/2021,2000
A00000379,9/30/2021,1/31/2021,37000
A00001528,11/30/2022,4/30/2022,20000
A00000148,4/30/2023,7/31/2018,2267000
A00000285,9/30/2022,11/30/2019,500000
A00000421,1/31/2022,5/31/2021,258000
A00001415,3/31/2022,8/31/2021,8679000
A00001544,4/30/2023,4/30/2022,3040000
A00000379,11/30/2021,1/31/2021,55000
A00000216,1/31/2022,10/31/2018,1566000
A00000382,7/31/2021,1/31/2021,192000
A00000393,3/31/2021,3/31/2021,6000
A00000172,3/31/2021,8/31/2018,106000
A00000399,2/28/2022,12/31/2021,9000
A00001564,9/30/2022,7/31/2022,5000
A00000350,1/31/2022,7/31/2020,100000
A00001566,11/30/2022,6/30/2022,130000
A00000219,8/31/2022,1/31/2019,172000
A00001645,4/30/2023,10/31/2022,17000
A00001591,2/28/2023,7/31/2022,196000
A00000217,5/31/2023,4/30/2019,1516000
A00000400,2/28/2023,3/31/2021,3582000
A00000326,7/31/2022,4/30/2020,6000
A00000393,1/31/2022,3/31/2021,2000
A00001480,6/30/2022,1/31/2022,25000
A00000354,1/31/2022,9/30/2020,335000
A00000285,2/28/2022,11/30/2019,411000
A00001406,11/30/2022,8/31/2021,908000
A00001444,9/30/2022,6/30/2022,23000
A00001544,5/31/2022,4/30/2022,27518000
A00001397,2/28/2023,5/31/2021,3000
A00000340,7/31/2021,6/30/2020,2659000
A00000140,1/31/2022,6/30/2018,2722000
A00001531,3/31/2022,3/31/2022,77000
A00000346,11/30/2021,7/31/2020,93000
A00001573,6/30/2022,6/30/2022,26000
A00000215,4/30/2023,2/28/2019,1914000
A00000150,2/28/2022,7/31/2018,762000
A00000385,11/30/2021,1/31/2021,1151000
A00000305,7/31/2022,7/31/2020,300000
A00000340,3/31/2023,6/30/2020,195000
A00000340,8/31/2021,6/30/2020,1849000
A00001421,7/31/2022,8/31/2021,384000
A00000333,1/31/2022,4/30/2020,32000
A00001444,1/31/2023,6/30/2022,48000
A00000302,3/31/2023,2/29/2020,2143000
A00000261,5/31/2023,8/31/2019,244000
A00000354,5/31/2022,9/30/2020,435000
A00001394,10/31/2022,5/31/2021,867000
A00000354,6/30/2021,9/30/2020,82000
A00000346,12/31/2021,7/31/2020,95000
A00000244,4/30/2022,4/30/2019,10379000
A00001421,2/28/2023,8/31/2021,360000
A00000050,10/31/2022,1/31/2018,7000
A00002455,5/31/2023,5/31/2023,72000
A00000154,11/30/2022,8/31/2018,319000
A00001547,12/31/2022,6/30/2022,1000
A00001422,10/31/2022,8/31/2021,24000
A00001470,1/31/2023,1/31/2022,1617000
A00001400,10/31/2021,6/30/2021,473000
A00002412,3/31/2023,3/31/2023,20000
A00001444,11/30/2022,6/30/2022,103000
A00000289,3/31/2023,12/31/2019,482000
A00002393,3/31/2023,3/31/2023,19000
A00000242,1/31/2022,5/31/2019,8069000
A00000191,12/31/2022,12/31/2018,1109000
A00000355,1/31/2022,9/30/2020,772000
A00001539,4/30/2023,4/30/2022,22000
A00001406,1/31/2023,8/31/2021,1255000
A00000381,7/31/2021,1/31/2021,3000
A00000397,5/31/2022,2/28/2021,148000
A00001585,12/31/2022,12/31/2022,1000
A00001394,5/31/2021,5/31/2021,82000
A00001498,3/31/2023,2/28/2022,237000
A00000421,12/31/2022,5/31/2021,164000
A00001421,6/30/2022,8/31/2021,359000
A00001657,4/30/2023,11/30/2022,43000
A00000191,2/28/2023,12/31/2018,1104000
A00001478,10/31/2022,1/31/2022,49000
A00000293,8/31/2021,12/31/2019,31000
A00000400,6/30/2022,3/31/2021,5695000
A00000335,3/31/2021,5/31/2020,6000
A00000180,9/30/2021,11/30/2018,1395000
A00000393,9/30/2022,3/31/2021,164000
A00000251,3/31/2023,7/31/2019,1857000
A00000148,3/31/2023,7/31/2018,8675000
A00001415,9/30/2021,8/31/2021,933000
A00001498,11/30/2022,2/28/2022,238000
A00000162,1/31/2022,9/30/2018,116000
A00001573,4/30/2023,6/30/2022,13000
A00001422,5/31/2023,8/31/2021,23000
A00000374,5/31/2021,11/30/2020,151000
A00000072,11/30/2021,1/31/2018,517000
A00000390,11/30/2021,2/28/2021,5000
A00000212,10/31/2021,10/31/2019,4848000
A00001480,11/30/2022,1/31/2022,547000
A00000303,12/31/2022,3/31/2020,270000
A00000274,5/31/2022,10/31/2019,1681000
A00000382,1/31/2022,1/31/2021,319000
A00001422,1/31/2023,8/31/2021,11000
A00000006,8/31/2022,1/31/2018,595000
A00000412,8/31/2022,6/30/2021,172000
A00000303,5/31/2023,3/31/2020,325000
A00001478,4/30/2022,1/31/2022,73000
A00000172,8/31/2022,8/31/2018,700000
A00000302,4/30/2023,2/29/2020,612000
A00001394,8/31/2022,5/31/2021,1173000
A00000140,9/30/2021,6/30/2018,1486000
A00001412,6/30/2022,7/31/2021,3000
A00000421,9/30/2021,5/31/2021,223000
A00000305,5/31/2023,7/31/2020,195000
A00000140,5/31/2023,6/30/2018,1376000
A00001551,1/31/2023,5/31/2022,140000
A00000124,7/31/2022,1/31/2018,148000
A00000285,10/31/2021,11/30/2019,449000
A00000274,5/31/2021,10/31/2019,623000
A00000407,2/28/2022,3/31/2021,132000
A00001496,9/30/2022,2/28/2022,26000
A00000050,5/31/2023,1/31/2018,6000
A00000316,2/28/2023,4/30/2020,107620000
A00001470,1/31/2022,1/31/2022,1237000
A00001690,12/31/2022,12/31/2022,22000
A00000003,6/30/2022,1/31/2018,1488000
A00000155,5/31/2023,1/31/2018,6204000
A00001444,12/31/2022,6/30/2022,47000
A00000339,1/31/2023,6/30/2020,117000
A00000196,9/30/2022,3/31/2019,511000
A00001522,12/31/2022,3/31/2022,48000
A00000212,3/31/2022,10/31/2019,3454000
A00001452,11/30/2022,3/31/2022,101000
A00000239,1/31/2023,3/31/2019,1130000
A00000399,2/28/2023,12/31/2021,8000
A00001478,11/30/2022,1/31/2022,45000
A00000305,8/31/2022,7/31/2020,266000
A00000072,5/31/2022,1/31/2018,511000
A00000379,12/31/2022,1/31/2021,86000
A00000274,4/30/2021,10/31/2019,643000
A00000387,4/30/2021,2/28/2021,18000
A00000172,8/31/2021,8/31/2018,129000
A00000140,7/31/2022,6/30/2018,1980000
A00001410,12/31/2021,7/31/2021,55000
A00000303,1/31/2022,3/31/2020,818000
A00000382,6/30/2022,1/31/2021,309000
A00001421,8/31/2021,8/31/2021,179000
A00000355,9/30/2021,9/30/2020,190000
A00000326,12/31/2022,4/30/2020,13000
A00000230,1/31/2023,1/31/2018,7438000
A00001421,9/30/2021,8/31/2021,166000
A00000289,1/31/2023,12/31/2019,436000
A00000340,4/30/2022,6/30/2020,1759000
A00000154,2/28/2023,8/31/2018,264000
A00000150,6/30/2022,7/31/2018,1223000
A00001480,4/30/2022,1/31/2022,3000
A00000327,5/31/2023,4/30/2020,102000
A00000006,11/30/2022,1/31/2018,340000
A00000109,4/30/2023,1/31/2018,8000
A00001421,3/31/2022,8/31/2021,339000
A00001544,3/31/2023,4/30/2022,17275000
A00001528,5/31/2022,4/30/2022,22000
A00000377,1/31/2022,1/31/2021,4000
A00001401,5/31/2023,5/31/2021,1555000
A00000072,1/31/2022,1/31/2018,519000
A00000326,6/30/2021,4/30/2020,1000
A00000350,2/28/2022,7/31/2020,82000
A00000196,10/31/2022,3/31/2019,452000
A00000399,12/31/2022,12/31/2021,9000
A00000003,3/31/2023,1/31/2018,2733000
A00000003,7/31/2022,1/31/2018,1725000
A00000355,9/30/2022,9/30/2020,5873000
A00000377,7/31/2022,1/31/2021,1000
A00000350,10/31/2021,7/31/2020,60000
A00001410,6/30/2022,7/31/2021,2000
A00000140,12/31/2022,6/30/2018,1925000
A00000340,4/30/2023,6/30/2020,223000
A00000005,12/31/2022,1/31/2018,13001000
A00000378,10/31/2022,12/31/2020,19000
A00000031,5/31/2021,1/31/2018,16000
A00001522,11/30/2022,3/31/2022,48000
A00000333,2/28/2023,4/30/2020,45000
A00000377,4/30/2022,1/31/2021,1000
A00001515,8/31/2022,3/31/2022,2000
A00000400,11/30/2021,3/31/2021,3008000
A00001445,6/30/2022,10/31/2021,5578000
A00000261,1/31/2022,8/31/2019,501000
A00000372,3/31/2022,12/31/2020,3648000
A00000285,3/31/2022,11/30/2019,409000
A00001544,7/31/2022,4/30/2022,72099000
A00000326,2/28/2023,4/30/2020,13000
A00000216,4/30/2021,10/31/2018,828000
A00000150,3/31/2023,7/31/2018,423000
A00000216,5/31/2022,10/31/2018,2049000
A00000333,1/31/2023,4/30/2020,36000
A00000333,3/31/2023,4/30/2020,49000
A00001432,2/28/2022,9/30/2021,1000
A00000333,5/31/2022,4/30/2020,49000
A00001394,4/30/2022,5/31/2021,1134000
A00000196,8/31/2022,3/31/2019,632000
A00000355,3/31/2021,9/30/2020,74000
A00000340,9/30/2021,6/30/2020,2012000
A00000154,12/31/2022,8/31/2018,219000
A00000385,7/31/2022,1/31/2021,2015000
A00001416,5/31/2022,6/30/2021,154000
A00000355,5/31/2021,9/30/2020,92000
A00000337,7/31/2022,6/30/2020,11000
A00000305,2/28/2022,7/31/2020,396000
A00001608,3/31/2023,8/31/2022,252000
A00000191,8/31/2022,12/31/2018,246000
A00000183,2/28/2022,12/31/2018,5904000
A00001444,7/31/2022,6/30/2022,32000
A00000162,11/30/2022,9/30/2018,215000
A00000303,3/31/2022,3/31/2020,766000
A00000305,7/31/2021,7/31/2020,344000
A00001452,8/31/2022,3/31/2022,189000
A00000261,3/31/2021,8/31/2019,264000
A00000140,5/31/2021,6/30/2018,1339000
A00001608,8/31/2022,8/31/2022,428000
A00000316,12/31/2022,4/30/2020,118318000
A00001420,8/31/2021,8/31/2021,7000
A00000385,3/31/2022,1/31/2021,2665000
A00001505,9/30/2022,2/28/2022,809000
A00001415,2/28/2022,8/31/2021,6245000
A00001470,3/31/2023,1/31/2022,2323000
A00000405,6/30/2022,3/31/2021,67000
A00001416,7/31/2022,6/30/2021,973000
A00000339,12/31/2022,6/30/2020,222000
A00001460,5/31/2022,12/31/2021,205000
A00001556,10/31/2022,4/30/2022,96000
A00000274,3/31/2023,10/31/2019,2788000
A00000303,11/30/2022,3/31/2020,321000
A00000219,3/31/2022,1/31/2019,89000
A00001674,4/30/2023,11/30/2022,92000
A00000140,6/30/2022,6/30/2018,2846000
A00001544,11/30/2022,4/30/2022,80227000
A00000374,6/30/2021,11/30/2020,147000
A00001397,2/28/2022,5/31/2021,4000
A00000206,12/31/2022,6/30/2018,3495000
A00000180,10/31/2021,11/30/2018,1449000
A00001481,7/31/2022,3/31/2022,47000
A00000327,7/31/2022,4/30/2020,674000
A00000400,8/31/2022,3/31/2021,4722000
A00000216,9/30/2022,10/31/2018,2341000
A00000244,7/31/2022,4/30/2019,2356000
A00000382,6/30/2021,1/31/2021,179000
A00000337,12/31/2021,6/30/2020,963000
A00000191,7/31/2022,12/31/2018,191000
A00000339,7/31/2022,6/30/2020,190000
A00000162,9/30/2022,9/30/2018,153000
A00001456,5/31/2022,11/30/2021,6437000
A00000346,7/31/2021,7/31/2020,70000
A00000217,12/31/2022,4/30/2019,1078000
A00001484,8/31/2022,1/31/2022,23000
A00001591,11/30/2022,7/31/2022,181000
A00000333,4/30/2023,4/30/2020,18000
A00001515,11/30/2022,3/31/2022,4000
A00001494,9/30/2022,4/30/2022,19000
A00000293,3/31/2021,12/31/2019,7000
A00000374,10/31/2022,11/30/2020,345000
A00000050,1/31/2023,1/31/2018,12000
A00000005,2/28/2023,1/31/2018,12801000
A00000390,1/31/2022,2/28/2021,16000
A00001477,6/30/2022,1/31/2022,11000
A00001422,4/30/2022,8/31/2021,5000
A00000340,1/31/2022,6/30/2020,1757000
A00001573,10/31/2022,6/30/2022,38000
A00000293,6/30/2021,12/31/2019,22000
A00001481,5/31/2022,3/31/2022,560000
A00000374,4/30/2022,11/30/2020,295000
A00000323,9/30/2021,12/31/2020,4000
A00001592,7/31/2022,7/31/2022,10000
A00000341,3/31/2023,10/31/2020,14754000
A00000390,10/31/2021,2/28/2021,10000
A00001674,12/31/2022,11/30/2022,265000
A00000140,10/31/2022,6/30/2018,2090000
A00001452,1/31/2023,3/31/2022,116000
A00001420,9/30/2022,8/31/2021,398000
A00001397,4/30/2022,5/31/2021,1000
A00000162,6/30/2022,9/30/2018,129000
A00000206,11/30/2021,6/30/2018,1423000
A00000303,9/30/2022,3/31/2020,284000
A00000140,3/31/2023,6/30/2018,2273000
A00001548,5/31/2023,4/30/2022,127000
A00000302,6/30/2021,2/29/2020,205000
A00001394,3/31/2022,5/31/2021,757000
A00001406,12/31/2021,8/31/2021,210000
A00000244,11/30/2021,4/30/2019,538000
A00001401,10/31/2022,5/31/2021,1092000
A00001608,1/31/2023,8/31/2022,328000
A00001591,3/31/2023,7/31/2022,341000
A00000350,3/31/2023,7/31/2020,88000
A00000379,12/31/2021,1/31/2021,48000
A00000155,11/30/2022,1/31/2018,7692000
A00000421,2/28/2023,5/31/2021,186000
A00000124,6/30/2021,1/31/2018,103000
A00001401,5/31/2022,5/31/2021,843000
A00001557,11/30/2022,7/31/2022,2000
A00000346,3/31/2021,7/31/2020,59000
A00001478,1/31/2022,1/31/2022,2000
A00001489,4/30/2022,1/31/2022,11000
A00000124,7/31/2021,1/31/2018,122000
A00000162,7/31/2022,9/30/2018,125000
A00000423,8/31/2022,5/31/2021,226000
A00000039,8/31/2022,1/31/2018,5194000
A00000183,7/31/2022,12/31/2018,5110000
A00000387,7/31/2021,2/28/2021,106000
A00000172,5/31/2022,8/31/2018,548000
A00001591,1/31/2023,7/31/2022,227000
A00000379,3/31/2021,1/31/2021,5000
A00001397,6/30/2022,5/31/2021,2000
A00001412,4/30/2022,7/31/2021,10000
A00000393,5/31/2021,3/31/2021,9000
A00001645,12/31/2022,10/31/2022,58000
A00000400,9/30/2022,3/31/2021,3858000
A00000303,1/31/2023,3/31/2020,295000
A00000378,3/31/2021,12/31/2020,3000
A00001406,4/30/2023,8/31/2021,446000
A00000274,2/28/2023,10/31/2019,2615000
A00000005,11/30/2022,1/31/2018,11888000
A00001645,5/31/2023,10/31/2022,76000
A00001489,7/31/2022,1/31/2022,40000
A00000412,3/31/2023,6/30/2021,34000
A00000196,4/30/2022,3/31/2019,435000
A00001415,4/30/2023,8/31/2021,179000
A00001528,4/30/2022,4/30/2022,8000
A00001401,8/31/2022,5/31/2021,1197000
A00000411,5/31/2021,4/30/2021,274000
A00000150,10/31/2022,7/31/2018,1174000
A00000421,11/30/2021,5/31/2021,207000
A00000327,8/31/2022,4/30/2020,635000
A00000305,9/30/2021,7/31/2020,399000
A00000162,8/31/2021,9/30/2018,149000
A00001408,12/31/2021,7/31/2021,53000
A00001566,5/31/2023,6/30/2022,140000
A00001397,11/30/2022,5/31/2021,4000
A00000385,9/30/2022,1/31/2021,1097000
A00000148,4/30/2022,7/31/2018,20063000
A00001422,8/31/2021,8/31/2021,11000
A00000239,3/31/2022,3/31/2019,1096000
A00001478,7/31/2022,1/31/2022,58000
A00001551,12/31/2022,5/31/2022,123000
A00001592,11/30/2022,7/31/2022,21000
A00000405,4/30/2021,3/31/2021,49000
A00000261,6/30/2021,8/31/2019,324000
A00000379,6/30/2021,1/31/2021,17000
A00000155,9/30/2022,1/31/2018,7885000
A00000230,9/30/2022,1/31/2018,6577000
A00000215,2/28/2023,2/28/2019,9763000
A00000416,5/31/2022,4/30/2021,315000
A00000316,11/30/2022,4/30/2020,144364000
A00000379,6/30/2022,1/31/2021,48000
A00000350,5/31/2021,7/31/2020,59000
A00000374,1/31/2022,11/30/2020,335000
A00001522,9/30/2022,3/31/2022,36000
A00000385,5/31/2022,1/31/2021,1414000
A00000381,12/31/2021,1/31/2021,1407000
A00000242,11/30/2021,5/31/2019,5970000
A00000039,4/30/2022,1/31/2018,3811000
A00000303,2/28/2022,3/31/2020,734000
A00000148,6/30/2022,7/31/2018,26742000
A00000162,5/31/2022,9/30/2018,133000
A00000183,11/30/2021,12/31/2018,4663000
A00000216,10/31/2022,10/31/2018,2415000
A00000244,5/31/2023,4/30/2019,730000
A00000003,12/31/2022,1/31/2018,2314000
A00001400,9/30/2021,6/30/2021,394000
A00001566,10/31/2022,6/30/2022,146000
A00000326,11/30/2021,4/30/2020,17000
A00000274,9/30/2022,10/31/2019,2348000
A00000350,4/30/2022,7/31/2020,83000
A00000251,7/31/2021,7/31/2019,474000
A00000350,12/31/2022,7/31/2020,61000
A00001445,10/31/2022,10/31/2021,2774000
A00000372,9/30/2022,12/31/2020,4105000
A00000387,11/30/2022,2/28/2021,16000
A00001425,6/30/2022,8/31/2021,26000
A00000274,1/31/2022,10/31/2019,1247000
A00001406,7/31/2022,8/31/2021,1043000
A00000374,6/30/2022,11/30/2020,365000
A00000180,3/31/2021,11/30/2018,933000
A00001420,3/31/2022,8/31/2021,374000
A00000124,5/31/2022,1/31/2018,108000
A00000412,2/28/2023,6/30/2021,44000
A00001454,4/30/2022,11/30/2021,3000
A00000421,4/30/2023,5/31/2021,51000
A00000217,3/31/2023,4/30/2019,1759000
A00001544,10/31/2022,4/30/2022,82957000
A00001394,5/31/2022,5/31/2021,1724000
A00000326,7/31/2021,4/30/2020,1000
A00001406,9/30/2022,8/31/2021,1162000
A00000180,1/31/2022,11/30/2018,2118000
A00000355,8/31/2022,9/30/2020,6060000
A00000183,9/30/2022,12/31/2018,7378000
A00001470,4/30/2022,1/31/2022,861000
A00000191,10/31/2022,12/31/2018,422000
A00001394,7/31/2021,5/31/2021,552000
A00000372,4/30/2022,12/31/2020,3432000
A00001465,5/31/2023,1/31/2022,106000
A00000172,1/31/2023,8/31/2018,352000
A00001460,7/31/2022,12/31/2021,162000
A00000003,1/31/2023,1/31/2018,2410000
A00000337,11/30/2021,6/30/2020,863000
A00000150,9/30/2022,7/31/2018,1249000
A00001484,4/30/2022,1/31/2022,19000
A00001648,11/30/2022,10/31/2022,589000
A00000274,3/31/2022,10/31/2019,1538000
A00000341,8/31/2022,10/31/2020,24832000
A00000124,3/31/2021,1/31/2018,118000
A00001551,4/30/2023,5/31/2022,22000
A00001394,6/30/2022,5/31/2021,1407000
A00000006,2/28/2023,1/31/2018,374000
A00000162,3/31/2022,9/30/2018,176000
A00000212,2/28/2022,10/31/2019,5825000
A00000219,7/31/2022,1/31/2019,225000
A00001408,11/30/2021,7/31/2021,21000
A00001573,1/31/2023,6/30/2022,51000
A00000244,12/31/2021,4/30/2019,615000
A00000305,5/31/2021,7/31/2020,363000
A00001394,7/31/2022,5/31/2021,1346000
A00001421,5/31/2022,8/31/2021,328000
A00001528,7/31/2022,4/30/2022,7000
A00000337,3/31/2022,6/30/2020,422000
A00000285,12/31/2022,11/30/2019,260000
A00000399,5/31/2023,12/31/2021,3000
A00001400,8/31/2021,6/30/2021,325000
A00000216,6/30/2022,10/31/2018,2349000
A00001454,9/30/2022,11/30/2021,1000
A00000216,5/31/2023,10/31/2018,4117000
A00000407,6/30/2021,3/31/2021,117000
A00000293,7/31/2021,12/31/2019,47000
A00000303,6/30/2021,3/31/2020,1057000
A00000003,9/30/2022,1/31/2018,2871000
A00001515,2/28/2023,3/31/2022,1000
A00001422,9/30/2021,8/31/2021,16000
A00001484,6/30/2022,1/31/2022,16000
A00000261,2/28/2023,8/31/2019,293000
A00000302,10/31/2021,2/29/2020,277000
A00000390,12/31/2022,2/28/2021,7000
A00001539,6/30/2022,4/30/2022,73000
A00000242,7/31/2021,5/31/2019,4792000
A00001515,5/31/2022,3/31/2022,2000
A00000244,11/30/2022,4/30/2019,4221000
A00000305,3/31/2022,7/31/2020,521000
A00000416,10/31/2022,4/30/2021,236000
A00000355,2/28/2022,9/30/2020,732000
A00000405,11/30/2022,3/31/2021,38000
A00001585,3/31/2023,12/31/2022,2000
A00001477,8/31/2022,1/31/2022,16000
A00000350,3/31/2021,7/31/2020,80000
A00000333,9/30/2022,4/30/2020,15000
A00001445,2/28/2023,10/31/2021,6049000
A00000387,2/28/2022,2/28/2021,251000
A00001551,2/28/2023,5/31/2022,94000
A00000381,8/31/2021,1/31/2021,58000
A00000372,5/31/2023,12/31/2020,2782000
A00001494,3/31/2023,4/30/2022,17000
A00001522,10/31/2022,3/31/2022,39000
A00000244,6/30/2022,4/30/2019,2780000
A00000350,5/31/2023,7/31/2020,7000
A00000148,11/30/2022,7/31/2018,25134000
A00001437,10/31/2022,10/31/2021,20000
A00000216,5/31/2021,10/31/2018,868000
A00000385,10/31/2021,1/31/2021,931000
A00000316,3/31/2022,4/30/2020,212503000
A00000212,12/31/2021,10/31/2019,5573000
A00000397,6/30/2022,2/28/2021,194000
A00000379,8/31/2021,1/31/2021,26000
A00001480,9/30/2022,1/31/2022,370000
A00000397,9/30/2022,2/28/2021,1000
A00000372,8/31/2022,12/31/2020,4732000
A00000217,4/30/2023,4/30/2019,610000
A00001539,3/31/2023,4/30/2022,103000
A00001556,11/30/2022,4/30/2022,81000
A00000333,6/30/2022,4/30/2020,52000
