CUSTOMER_ID-1,Month,Customer Cohort Month,Grand Total
A00000305,12/31/2021,7/31/2020,423000
A00000242,2/28/2023,5/31/2019,6146000
A00001592,9/30/2022,7/31/2022,9000
A00000256,11/30/2021,8/31/2019,10000
A00000242,3/31/2022,5/31/2019,9052000
A00000124,8/31/2022,1/31/2018,131000
A00000327,5/31/2022,4/30/2020,718000
A00001400,4/30/2022,6/30/2021,437000
A00001437,3/31/2023,10/31/2021,13000
A00001444,5/31/2023,6/30/2022,60000
A00001522,8/31/2022,3/31/2022,47000
A00000421,8/31/2022,5/31/2021,99000
A00000154,1/31/2023,8/31/2018,269000
A00000316,1/31/2023,4/30/2020,138450000
A00001480,12/31/2022,1/31/2022,535000
A00001550,10/31/2022,5/31/2022,43000
A00001397,8/31/2022,5/31/2021,5000
A00000416,4/30/2022,4/30/2021,313000
A00001416,1/31/2023,6/30/2021,2522000
A00000003,7/31/2021,1/31/2018,674000
A00000379,3/31/2022,1/31/2021,46000
A00000148,12/31/2021,7/31/2018,14295000
A00000421,4/30/2022,5/31/2021,319000
A00000140,2/28/2022,6/30/2018,2419000
A00000327,3/31/2022,4/30/2020,610000
A00000381,5/31/2023,1/31/2021,629000
A00001465,1/31/2022,1/31/2022,12000
A00000194,1/31/2023,3/31/2019,1000
A00000393,8/31/2022,3/31/2021,412000
A00000407,4/30/2022,3/31/2021,40000
A00000191,11/30/2022,12/31/2018,792000
A00000261,4/30/2023,8/31/2019,110000
A00000305,4/30/2022,7/31/2020,412000
A00000333,8/31/2021,4/30/2020,53000
A00000377,9/30/2021,1/31/2021,4000
A00000340,1/31/2023,6/30/2020,723000
A00000216,8/31/2022,10/31/2018,2496000
A00000339,9/30/2022,6/30/2020,145000
A00000326,1/31/2023,4/30/2020,7000
A00001648,5/31/2023,10/31/2022,349000
A00000162,9/30/2021,9/30/2018,124000
A00000354,4/30/2021,9/30/2020,39000
A00000196,11/30/2022,3/31/2019,378000
A00001412,1/31/2022,7/31/2021,15000
A00001465,12/31/2022,1/31/2022,115000
A00000339,5/31/2022,6/30/2020,146000
A00001465,3/31/2023,1/31/2022,149000
A00000382,5/31/2021,1/31/2021,152000
A00001394,5/31/2023,5/31/2021,305000
A00000341,9/30/2022,10/31/2020,21715000
A00000050,3/31/2023,1/31/2018,9000
A00000399,9/30/2022,12/31/2021,17000
A00001481,6/30/2022,3/31/2022,577000
A00000293,5/31/2021,12/31/2019,39000
A00000251,2/28/2023,7/31/2019,1753000
A00000285,11/30/2021,11/30/2019,328000
A00000323,8/31/2021,12/31/2020,5000
A00000381,1/31/2022,1/31/2021,2443000
A00001496,6/30/2022,2/28/2022,13000
A00000006,7/31/2022,1/31/2018,541000
A00001528,5/31/2023,4/30/2022,62000
A00001394,11/30/2021,5/31/2021,475000
A00000382,3/31/2022,1/31/2021,345000
A00000374,4/30/2021,11/30/2020,172000
A00000413,11/30/2021,4/30/2021,7000
A00000006,5/31/2023,1/31/2018,285000
A00001480,2/28/2023,1/31/2022,408000
A00001544,9/30/2022,4/30/2022,85523000
A00000340,11/30/2021,6/30/2020,1873000
A00000006,8/31/2021,1/31/2018,461000
A00000337,5/31/2022,6/30/2020,324000
A00000244,9/30/2022,4/30/2019,2536000
A00000387,5/31/2021,2/28/2021,2000
A00000305,4/30/2021,7/31/2020,494000
A00001539,2/28/2023,4/30/2022,66000
A00000302,7/31/2022,2/29/2020,342000
A00000340,10/31/2021,6/30/2020,1934000
A00000381,4/30/2023,1/31/2021,305000
A00000405,8/31/2021,3/31/2021,51000
A00000335,4/30/2021,5/31/2020,1000
A00000124,4/30/2023,1/31/2018,32000
A00001421,12/31/2021,8/31/2021,242000
A00001410,9/30/2021,7/31/2021,31000
A00001465,1/31/2023,1/31/2022,117000
A00001645,1/31/2023,10/31/2022,58000
A00001415,7/31/2022,8/31/2021,6436000
A00000340,12/31/2022,6/30/2020,507000
A00001489,10/31/2022,1/31/2022,15000
A00000148,5/31/2023,7/31/2018,6215000
A00000387,9/30/2022,2/28/2021,27000
A00001608,10/31/2022,8/31/2022,190000
A00001477,12/31/2022,1/31/2022,7000
A00001484,11/30/2022,1/31/2022,9000
A00000355,2/28/2023,9/30/2020,11413000
A00001421,11/30/2022,8/31/2021,562000
A00000196,5/31/2022,3/31/2019,569000
A00000333,3/31/2021,4/30/2020,93000
A00001415,4/30/2022,8/31/2021,7864000
A00000374,2/28/2022,11/30/2020,372000
A00000378,9/30/2021,12/31/2020,1000
A00001412,9/30/2021,7/31/2021,11000
A00001498,12/31/2022,2/28/2022,129000
A00000397,3/31/2021,2/28/2021,71000
A00000354,2/28/2022,9/30/2020,272000
A00000406,2/28/2022,3/31/2021,148000
A00001445,4/30/2022,10/31/2021,1068000
A00000411,4/30/2021,4/30/2021,130000
A00000339,6/30/2022,6/30/2020,108000
A00000305,6/30/2022,7/31/2020,280000
A00001719,2/28/2023,2/28/2023,560000
A00000377,1/31/2023,1/31/2021,4000
A00000381,4/30/2021,1/31/2021,1000
A00000382,3/31/2021,1/31/2021,83000
A00000206,3/31/2023,6/30/2018,3157000
A00000346,3/31/2022,7/31/2020,89000
A00001406,2/28/2023,8/31/2021,1195000
A00001648,10/31/2022,10/31/2022,349000
A00000385,8/31/2022,1/31/2021,2038000
A00000355,10/31/2021,9/30/2020,570000
A00000412,2/28/2022,6/30/2021,183000
A00000230,5/31/2023,1/31/2018,4167000
A00001480,2/28/2022,1/31/2022,15000
A00000140,8/31/2021,6/30/2018,1447000
A00001566,9/30/2022,6/30/2022,132000
A00000346,2/28/2022,7/31/2020,49000
A00000346,8/31/2022,7/31/2020,88000
A00001420,12/31/2021,8/31/2021,2000
A00001489,9/30/2022,1/31/2022,19000
A00001585,2/28/2023,12/31/2022,8000
A00000377,10/31/2021,1/31/2021,1000
A00001576,8/31/2022,6/30/2022,5000
A00001484,1/31/2023,1/31/2022,13000
A00000039,6/30/2022,1/31/2018,4851000
A00000124,5/31/2021,1/31/2018,90000
A00001551,5/31/2023,5/31/2022,105000
A00000148,2/28/2023,7/31/2018,11105000
A00000397,4/30/2021,2/28/2021,83000
A00000242,9/30/2021,5/31/2019,5702000
A00001477,11/30/2022,1/31/2022,5000
A00000406,8/31/2021,3/31/2021,127000
A00000382,7/31/2022,1/31/2021,348000
A00000387,6/30/2021,2/28/2021,20000
A00000377,3/31/2022,1/31/2021,1000
A00001477,7/31/2022,1/31/2022,11000
A00000341,4/30/2023,10/31/2020,7579000
A00000413,8/31/2021,4/30/2021,57000
A00001416,2/28/2023,6/30/2021,2434000
A00000303,7/31/2022,3/31/2020,350000
A00000180,5/31/2021,11/30/2018,1018000
A00000191,3/31/2023,12/31/2018,1143000
A00000327,3/31/2023,4/30/2020,143000
A00000244,3/31/2022,4/30/2019,3977000
A00000333,3/31/2022,4/30/2020,70000
A00001412,5/31/2022,7/31/2021,15000
A00000251,6/30/2021,7/31/2019,494000
A00000354,6/30/2022,9/30/2020,475000
A00001408,8/31/2022,7/31/2021,91000
A00000385,2/28/2022,1/31/2021,2315000
A00000421,11/30/2022,5/31/2021,146000
A00000407,8/31/2021,3/31/2021,16000
A00001410,5/31/2022,7/31/2021,4000
A00001478,9/30/2022,1/31/2022,41000
A00000341,6/30/2022,10/31/2020,37631000
A00000183,12/31/2021,12/31/2018,5354000
A00000393,9/30/2021,3/31/2021,15000
A00001422,3/31/2023,8/31/2021,30000
A00000397,6/30/2021,2/28/2021,64000
A00001432,9/30/2021,9/30/2021,3000
A00000372,10/31/2021,12/31/2020,3462000
A00000196,1/31/2023,3/31/2019,318000
A00000316,9/30/2021,4/30/2020,237653000
A00001566,12/31/2022,6/30/2022,124000
A00001415,11/30/2021,8/31/2021,4464000
A00000180,2/28/2022,11/30/2018,1506000
A00000155,1/31/2023,1/31/2018,9854000
A00001576,1/31/2023,6/30/2022,3000
A00000340,2/28/2023,6/30/2020,705000
A00001410,2/28/2022,7/31/2021,49000
A00001426,9/30/2021,8/31/2021,3000
A00001452,4/30/2022,3/31/2022,186000
A00000381,2/28/2022,1/31/2021,1801000
A00000150,4/30/2022,7/31/2018,844000
A00000381,6/30/2021,1/31/2021,7000
A00001481,3/31/2022,3/31/2022,21000
A00000397,8/31/2022,2/28/2021,85000
A00001397,3/31/2023,5/31/2021,2000
A00000377,8/31/2021,1/31/2021,3000
A00000206,8/31/2021,6/30/2018,1035000
A00001539,11/30/2022,4/30/2022,57000
A00000083,11/30/2022,3/31/2018,9000
A00001573,12/31/2022,6/30/2022,26000
A00000350,12/31/2021,7/31/2020,80000
A00000350,4/30/2023,7/31/2020,20000
A00001608,12/31/2022,8/31/2022,209000
A00001456,3/31/2022,11/30/2021,6899000
A00000405,1/31/2023,3/31/2021,4000
A00000003,5/31/2023,1/31/2018,2524000
A00000124,1/31/2022,1/31/2018,126000
A00000191,2/28/2022,12/31/2018,210000
A00001454,12/31/2021,11/30/2021,11000
A00001544,8/31/2022,4/30/2022,84391000
A00002404,3/31/2023,3/31/2023,37000
A00000172,10/31/2022,8/31/2018,558000
A00000405,7/31/2022,3/31/2021,49000
A00000379,11/30/2022,1/31/2021,74000
A00000374,12/31/2021,11/30/2020,153000
A00000072,3/31/2022,1/31/2018,553000
A00000421,2/28/2022,5/31/2021,277000
A00000346,7/31/2022,7/31/2020,45000
A00000387,7/31/2022,2/28/2021,102000
A00000244,2/28/2023,4/30/2019,1602000
A00001421,12/31/2022,8/31/2021,613000
A00000385,10/31/2022,1/31/2021,1006000
A00001592,4/30/2023,7/31/2022,2000
A00001437,5/31/2023,10/31/2021,15000
A00000194,12/31/2022,3/31/2019,7000
A00001556,9/30/2022,4/30/2022,103000
A00000333,12/31/2021,4/30/2020,28000
A00000423,12/31/2021,5/31/2021,259000
A00000387,3/31/2021,2/28/2021,61000
A00000206,12/31/2021,6/30/2018,1704000
A00000274,4/30/2022,10/31/2019,1518000
A00000216,3/31/2023,10/31/2018,4245000
A00000407,12/31/2021,3/31/2021,247000
A00001401,1/31/2023,5/31/2021,1648000
A00001445,12/31/2021,10/31/2021,10743000
A00001422,3/31/2022,8/31/2021,25000
A00001408,10/31/2022,7/31/2021,37000
A00001480,1/31/2022,1/31/2022,18000
A00000140,3/31/2022,6/30/2018,2863000
A00001544,1/31/2023,4/30/2022,84665000
A00000274,2/28/2022,10/31/2019,1253000
A00000212,8/31/2021,10/31/2019,8038000
A00000251,3/31/2022,7/31/2019,887000
A00000242,12/31/2021,5/31/2019,5943000
A00001573,3/31/2023,6/30/2022,65000
A00001465,5/31/2022,1/31/2022,43000
A00000140,5/31/2022,6/30/2018,2921000
A00000230,12/31/2022,1/31/2018,6792000
A00001528,10/31/2022,4/30/2022,17000
A00000194,4/30/2023,3/31/2019,4000
A00001426,8/31/2021,8/31/2021,2000
A00000400,1/31/2022,3/31/2021,2853000
A00000242,11/30/2022,5/31/2019,6275000
A00001410,8/31/2021,7/31/2021,8000
A00000072,1/31/2023,1/31/2018,908000
A00000216,12/31/2022,10/31/2018,2702000
A00000109,1/31/2023,1/31/2018,17000
A00000302,11/30/2022,2/29/2020,1851000
A00000400,3/31/2022,3/31/2021,4302000
A00000355,12/31/2021,9/30/2020,668000
A00001484,5/31/2023,1/31/2022,6000
A00000244,10/31/2021,4/30/2019,1023000
A00000140,10/31/2021,6/30/2018,1584000
A00000003,10/31/2021,1/31/2018,721000
A00001412,8/31/2021,7/31/2021,10000
A00001674,11/30/2022,11/30/2022,144000
A00001415,9/30/2022,8/31/2021,2540000
A00000316,3/31/2023,4/30/2020,124411000
A00001454,1/31/2022,11/30/2021,19000
A00000261,9/30/2021,8/31/2019,437000
A00000242,9/30/2022,5/31/2019,7627000
A00001400,7/31/2021,6/30/2021,261000
A00001551,11/30/2022,5/31/2022,123000
A00000381,3/31/2023,1/31/2021,982000
A00000423,10/31/2021,5/31/2021,284000
A00001420,6/30/2022,8/31/2021,325000
A00001425,10/31/2022,8/31/2021,24000
A00000374,3/31/2021,11/30/2020,201000
A00001544,6/30/2022,4/30/2022,72152000
A00000219,10/31/2022,1/31/2019,34000
A00000421,3/31/2023,5/31/2021,185000
A00000242,4/30/2021,5/31/2019,4559000
A00001505,8/31/2022,2/28/2022,949000
A00000149,12/31/2022,7/31/2018,719000
A00000006,2/28/2022,1/31/2018,382000
A00000261,12/31/2022,8/31/2019,469000
A00000261,6/30/2022,8/31/2019,467000
A00001437,2/28/2023,10/31/2021,23000
A00000172,1/31/2022,8/31/2018,251000
A00001484,3/31/2022,1/31/2022,10000
A00001406,10/31/2022,8/31/2021,1057000
A00000316,2/28/2022,4/30/2020,223268000
A00000340,6/30/2022,6/30/2020,1371000
A00000341,10/31/2022,10/31/2020,22510000
A00000148,7/31/2022,7/31/2018,23913000
A00001518,6/30/2022,6/30/2022,3000
A00000405,11/30/2021,3/31/2021,39000
A00001556,12/31/2022,4/30/2022,94000
A00000346,1/31/2023,7/31/2020,63000
A00000293,4/30/2021,12/31/2019,4000
A00000327,6/30/2022,4/30/2020,710000
A00000216,7/31/2022,10/31/2018,2033000
A00000219,4/30/2022,1/31/2019,249000
A00001408,4/30/2022,7/31/2021,46000
A00001592,3/31/2023,7/31/2022,21000
A00000407,1/31/2022,3/31/2021,282000
A00000216,4/30/2023,10/31/2018,1763000
A00000217,7/31/2022,4/30/2019,1256000
A00000316,5/31/2021,4/30/2020,336908000
A00000302,9/30/2022,2/29/2020,659000
A00000390,7/31/2021,2/28/2021,20000
A00000274,11/30/2021,10/31/2019,1032000
A00000216,11/30/2021,10/31/2018,1461000
A00000155,2/28/2023,1/31/2018,7964000
A00000149,10/31/2022,7/31/2018,728000
A00000355,11/30/2021,9/30/2020,620000
A00000379,4/30/2023,1/31/2021,22000
A00001437,11/30/2021,10/31/2021,8000
A00001539,9/30/2022,4/30/2022,66000
A00000423,6/30/2022,5/31/2021,318000
A00001550,1/31/2023,5/31/2022,56000
A00001489,6/30/2022,1/31/2022,22000
A00000162,10/31/2022,9/30/2018,210000
A00001489,2/28/2022,1/31/2022,6000
A00000140,12/31/2021,6/30/2018,2380000
A00001408,9/30/2021,7/31/2021,18000
A00000303,12/31/2021,3/31/2020,960000
A00000355,6/30/2021,9/30/2020,100000
A00000109,5/31/2023,1/31/2018,16000
A00001425,5/31/2022,8/31/2021,16000
A00001522,5/31/2023,3/31/2022,50000
A00000050,7/31/2022,1/31/2018,3000
A00001437,10/31/2021,10/31/2021,5000
A00000327,12/31/2022,4/30/2020,130000
A00000337,1/31/2022,6/30/2020,743000
A00000072,11/30/2022,1/31/2018,925000
A00000423,11/30/2021,5/31/2021,244000
A00001477,2/28/2022,1/31/2022,6000
A00001576,5/31/2023,6/30/2022,3000
A00000354,5/31/2021,9/30/2020,92000
A00001505,6/30/2022,2/28/2022,1297000
A00000421,5/31/2023,5/31/2021,135000
A00000390,7/31/2022,2/28/2021,2000
A00001465,4/30/2023,1/31/2022,56000
A00000340,9/30/2022,6/30/2020,1510000
A00000326,3/31/2023,4/30/2020,13000
A00000385,1/31/2022,1/31/2021,1932000
A00000219,9/30/2022,1/31/2019,4000
A00000333,7/31/2021,4/30/2020,48000
A00001539,8/31/2022,4/30/2022,80000
A00001557,12/31/2022,7/31/2022,2000
A00000372,1/31/2023,12/31/2020,3975000
A00000333,11/30/2022,4/30/2020,9000
A00001420,1/31/2023,8/31/2021,665000
A00000340,2/28/2022,6/30/2020,1435000
A00002429,3/31/2023,3/31/2023,2000
A00001470,10/31/2022,1/31/2022,1785000
A00000172,6/30/2021,8/31/2018,114000
A00000390,5/31/2021,2/28/2021,10000
A00001547,1/31/2023,6/30/2022,3000
A00001452,12/31/2022,3/31/2022,93000
A00000302,9/30/2021,2/29/2020,274000
A00000406,7/31/2021,3/31/2021,136000
A00000400,4/30/2022,3/31/2021,4696000
A00000217,6/30/2022,4/30/2019,1107000
A00000346,12/31/2022,7/31/2020,75000
A00000350,9/30/2022,7/31/2020,52000
A00000421,10/31/2021,5/31/2021,221000
A00001528,12/31/2022,4/30/2022,66000
A00001421,1/31/2023,8/31/2021,597000
A00001573,7/31/2022,6/30/2022,40000
A00000316,9/30/2022,4/30/2020,177375000
A00001489,1/31/2022,1/31/2022,3000
A00000261,5/31/2021,8/31/2019,335000
A00000180,3/31/2022,11/30/2018,1237000
A00000239,9/30/2022,3/31/2019,1280000
A00001645,2/28/2023,10/31/2022,67000
A00000355,5/31/2022,9/30/2020,4415000
A00000259,4/30/2023,9/30/2019,6000
A00000039,12/31/2022,1/31/2018,5530000
A00000006,10/31/2022,1/31/2018,496000
A00000216,11/30/2022,10/31/2018,2663000
A00001496,4/30/2022,2/28/2022,24000
A00000124,8/31/2021,1/31/2018,85000
A00000302,7/31/2021,2/29/2020,191000
A00000005,10/31/2022,1/31/2018,11260000
A00001470,2/28/2022,1/31/2022,1374000
A00001445,5/31/2022,10/31/2021,2811000
A00000355,7/31/2021,9/30/2020,113000
A00000124,12/31/2021,1/31/2018,96000
A00001410,7/31/2021,7/31/2021,8000
A00000340,6/30/2021,6/30/2020,2632000
A00000003,11/30/2021,1/31/2018,761000
A00000031,3/31/2021,1/31/2018,28000
A00000387,8/31/2021,2/28/2021,3000
A00001544,5/31/2023,4/30/2022,10998000
A00000194,3/31/2023,3/31/2019,6000
A00001657,3/31/2023,11/30/2022,185000
A00001422,12/31/2021,8/31/2021,31000
A00000378,2/28/2023,12/31/2020,5000
A00000355,12/31/2022,9/30/2020,7941000
A00000191,1/31/2023,12/31/2018,1324000
A00000083,1/31/2023,3/31/2018,7000
A00000206,10/31/2022,6/30/2018,3003000
A00001478,6/30/2022,1/31/2022,67000
A00001674,3/31/2023,11/30/2022,359000
A00000217,8/31/2022,4/30/2019,1550000
A00000162,5/31/2021,9/30/2018,119000
A00000333,2/28/2022,4/30/2020,30000
A00000212,11/30/2021,10/31/2019,4882000
A00000421,7/31/2022,5/31/2021,87000
A00000251,10/31/2021,7/31/2019,606000
A00000124,11/30/2021,1/31/2018,90000
A00000124,9/30/2021,1/31/2018,63000
A00001397,8/31/2021,5/31/2021,5000
A00000003,8/31/2021,1/31/2018,847000
A00000172,10/31/2021,8/31/2018,155000
A00001719,5/31/2023,2/28/2023,753000
A00000333,7/31/2022,4/30/2020,33000
A00000006,7/31/2021,1/31/2018,360000
A00001494,4/30/2023,4/30/2022,4000
A00000350,6/30/2022,7/31/2020,74000
A00000399,6/30/2022,12/31/2021,14000
A00000350,9/30/2021,7/31/2020,46000
A00001480,5/31/2023,1/31/2022,483000
A00000256,2/28/2022,8/31/2019,3000
A00001406,8/31/2021,8/31/2021,93000
A00000006,11/30/2021,1/31/2018,421000
A00000216,8/31/2021,10/31/2018,1123000
A00000155,4/30/2023,1/31/2018,2691000
A00000390,3/31/2021,2/28/2021,2000
A00001548,4/30/2023,4/30/2022,26000
A00000109,11/30/2022,1/31/2018,9000
A00000379,10/31/2022,1/31/2021,71000
A00000381,10/31/2021,1/31/2021,2000
A00000183,10/31/2021,12/31/2018,4759000
A00000379,2/28/2023,1/31/2021,71000
A00000374,8/31/2022,11/30/2020,356000
A00001421,8/31/2022,8/31/2021,482000
A00001437,4/30/2023,10/31/2021,2000
A00000216,3/31/2021,10/31/2018,227000
A00001564,10/31/2022,7/31/2022,3000
A00001484,3/31/2023,1/31/2022,33000
A00000172,11/30/2022,8/31/2018,445000
A00000242,6/30/2022,5/31/2019,11485000
A00001456,6/30/2022,11/30/2021,7103000
A00000050,8/31/2022,1/31/2018,6000
A00000405,12/31/2022,3/31/2021,49000
A00000305,10/31/2022,7/31/2020,206000
A00000206,6/30/2022,6/30/2018,2292000
A00001557,10/31/2022,7/31/2022,1000
A00001496,5/31/2023,2/28/2022,8000
A00000285,4/30/2023,11/30/2019,93000
A00000303,8/31/2022,3/31/2020,371000
A00000327,11/30/2022,4/30/2020,181000
A00001608,4/30/2023,8/31/2022,95000
A00000354,12/31/2021,9/30/2020,547000
A00001470,5/31/2022,1/31/2022,1165000
A00001494,12/31/2022,4/30/2022,14000
A00000378,12/31/2022,12/31/2020,4000
A00000405,10/31/2022,3/31/2021,56000
A00000285,1/31/2022,11/30/2019,384000
A00001478,4/30/2023,1/31/2022,17000
A00000274,7/31/2022,10/31/2019,1643000
A00000261,3/31/2023,8/31/2019,329000
A00000140,11/30/2022,6/30/2018,2015000
A00001460,2/28/2022,12/31/2021,21000
A00000381,10/31/2022,1/31/2021,1003000
A00001422,5/31/2022,8/31/2021,11000
A00000162,10/31/2021,9/30/2018,136000
A00000140,4/30/2023,6/30/2018,497000
A00000381,11/30/2021,1/31/2021,31000
A00000239,7/31/2022,3/31/2019,1255000
A00000412,5/31/2022,6/30/2021,155000
A00000274,4/30/2023,10/31/2019,971000
A00001397,7/31/2022,5/31/2021,1000
A00000379,3/31/2023,1/31/2021,86000
A00000337,10/31/2021,6/30/2020,786000
A00001477,9/30/2022,1/31/2022,7000
A00000251,4/30/2023,7/31/2019,699000
A00000316,8/31/2021,4/30/2020,216849000
A00000346,11/30/2022,7/31/2020,79000
A00000039,11/30/2022,1/31/2018,5248000
A00000150,11/30/2022,7/31/2018,1430000
A00000303,10/31/2022,3/31/2020,276000
A00000339,4/30/2023,6/30/2020,38000
A00000191,5/31/2022,12/31/2018,132000
A00000407,5/31/2022,3/31/2021,28000
A00001397,9/30/2022,5/31/2021,4000
A00001481,4/30/2022,3/31/2022,423000
A00001415,11/30/2022,8/31/2021,910000
A00001494,5/31/2022,4/30/2022,62000
A00001400,3/31/2022,6/30/2021,500000
A00000397,1/31/2022,2/28/2021,155000
A00000194,2/28/2023,3/31/2019,3000
A00000379,1/31/2022,1/31/2021,37000
A00000354,7/31/2021,9/30/2020,96000
A00000374,9/30/2022,11/30/2020,388000
A00000124,1/31/2023,1/31/2018,112000
A00000172,9/30/2021,8/31/2018,156000
A00001547,5/31/2023,6/30/2022,3000
A00000251,11/30/2021,7/31/2019,625000
A00000196,3/31/2022,3/31/2019,534000
A00000341,7/31/2022,10/31/2020,34942000
A00001437,5/31/2022,10/31/2021,2000
A00000162,8/31/2022,9/30/2018,134000
A00001452,6/30/2022,3/31/2022,112000
A00001496,7/31/2022,2/28/2022,17000
A00000003,4/30/2022,1/31/2018,1228000
A00001410,3/31/2022,7/31/2021,35000
A00000242,1/31/2023,5/31/2019,7493000
A00000413,7/31/2021,4/30/2021,2000
A00000350,5/31/2022,7/31/2020,77000
A00000244,1/31/2022,4/30/2019,724000
A00000382,9/30/2021,1/31/2021,295000
A00000326,8/31/2022,4/30/2020,10000
A00001674,1/31/2023,11/30/2022,290000
A00001556,1/31/2023,4/30/2022,97000
A00000341,11/30/2022,10/31/2020,18698000
A00000390,5/31/2022,2/28/2021,6000
A00000421,3/31/2022,5/31/2021,316000
A00000109,12/31/2022,1/31/2018,7000
A00000405,6/30/2021,3/31/2021,53000
A00001394,1/31/2023,5/31/2021,486000
A00001410,1/31/2022,7/31/2021,84000
A00000411,7/31/2021,4/30/2021,2331000
A00000050,2/28/2023,1/31/2018,2000
A00000162,7/31/2021,9/30/2018,113000
A00000323,5/31/2021,12/31/2020,6000
A00001394,8/31/2021,5/31/2021,634000
A00000412,10/31/2022,6/30/2021,136000
A00000372,11/30/2021,12/31/2020,3531000
A00000354,11/30/2021,9/30/2020,857000
A00000387,12/31/2021,2/28/2021,192000
A00001420,2/28/2022,8/31/2021,382000
A00001452,3/31/2022,3/31/2022,165000
A00001484,12/31/2022,1/31/2022,14000
A00000316,7/31/2021,4/30/2020,165090000
A00001591,8/31/2022,7/31/2022,161000
A00000400,4/30/2023,3/31/2021,1320000
A00001531,5/31/2022,3/31/2022,74000
A00000244,3/31/2023,4/30/2019,1172000
A00000390,3/31/2023,2/28/2021,8000
A00001416,9/30/2022,6/30/2021,2460000
A00000374,1/31/2023,11/30/2020,210000
A00000212,7/31/2021,10/31/2019,7640000
A00000251,8/31/2022,7/31/2019,1219000
A00000148,6/30/2021,7/31/2018,7560000
A00000354,3/31/2022,9/30/2020,277000
A00001528,6/30/2022,4/30/2022,12000
A00001539,1/31/2023,4/30/2022,63000
A00001445,1/31/2022,10/31/2021,11482000
A00000217,1/31/2023,4/30/2019,1240000
A00000285,10/31/2022,11/30/2019,489000
A00000251,5/31/2023,7/31/2019,1124000
A00000242,3/31/2021,5/31/2019,4864000
A00001394,9/30/2021,5/31/2021,611000
A00000124,4/30/2021,1/31/2018,124000
A00001556,2/28/2023,4/30/2022,86000
A00000261,8/31/2021,8/31/2019,432000
A00000333,12/31/2022,4/30/2020,35000
A00001505,10/31/2022,2/28/2022,577000
A00000285,9/30/2021,11/30/2019,519000
A00000421,1/31/2023,5/31/2021,181000
A00000206,2/28/2022,6/30/2018,1977000
A00000206,9/30/2021,6/30/2018,1044000
A00000333,5/31/2023,4/30/2020,27000
A00001445,12/31/2022,10/31/2021,3712000
A00000337,7/31/2021,6/30/2020,743000
A00000407,5/31/2021,3/31/2021,12000
A00001550,4/30/2023,5/31/2022,21000
A00000341,5/31/2023,10/31/2020,15984000
A00000183,6/30/2022,12/31/2018,5253000
A00000412,6/30/2022,6/30/2021,137000
A00000039,10/31/2022,1/31/2018,5052000
A00000239,5/31/2022,3/31/2019,1231000
A00000423,3/31/2022,5/31/2021,623000
A00000378,6/30/2021,12/31/2020,1000
A00000149,5/31/2023,7/31/2018,607000
A00000150,7/31/2022,7/31/2018,1376000
A00001401,5/31/2021,5/31/2021,6000
A00001397,3/31/2022,5/31/2021,6000
A00002429,4/30/2023,3/31/2023,2000
A00000378,1/31/2023,12/31/2020,47000
A00001547,9/30/2022,6/30/2022,2000
A00000350,6/30/2021,7/31/2020,84000
A00000413,12/31/2021,4/30/2021,1000
A00000140,7/31/2021,6/30/2018,1574000
A00001422,8/31/2022,8/31/2021,33000
A00000039,7/31/2022,1/31/2018,4206000
A00000400,10/31/2022,3/31/2021,4034000
A00000124,9/30/2022,1/31/2018,106000
A00001496,10/31/2022,2/28/2022,17000
A00000006,9/30/2021,1/31/2018,463000
A00000261,7/31/2022,8/31/2019,358000
A00001460,1/31/2022,12/31/2021,1000
A00000261,4/30/2022,8/31/2019,421000
A00000274,5/31/2023,10/31/2019,1902000
A00000217,10/31/2022,4/30/2019,1300000
A00000285,5/31/2023,11/30/2019,208000
A00001591,4/30/2023,7/31/2022,93000
A00000274,6/30/2022,10/31/2019,1750000
A00001422,9/30/2022,8/31/2021,21000
A00001477,10/31/2022,1/31/2022,13000
A00000039,5/31/2022,1/31/2018,4217000
A00000381,5/31/2021,1/31/2021,3000
A00000337,1/31/2023,6/30/2020,15000
A00001406,5/31/2022,8/31/2021,1049000
A00000397,7/31/2022,2/28/2021,144000
A00001425,12/31/2022,8/31/2021,29000
A00000289,2/28/2023,12/31/2019,460000
A00000148,8/31/2022,7/31/2018,26429000
A00001416,10/31/2022,6/30/2021,2112000
A00000242,5/31/2021,5/31/2019,5038000
A00000006,6/30/2022,1/31/2018,660000
A00001515,7/31/2022,3/31/2022,1000
A00000050,12/31/2022,1/31/2018,10000
A00000006,12/31/2021,1/31/2018,364000
A00001397,12/31/2021,5/31/2021,3000
A00001484,7/31/2022,1/31/2022,12000
A00000148,8/31/2021,7/31/2018,11356000
A00001415,8/31/2022,8/31/2021,4147000
A00000003,2/28/2023,1/31/2018,2404000
A00000381,8/31/2022,1/31/2021,3111000
A00000350,11/30/2021,7/31/2020,71000
A00000413,2/28/2022,4/30/2021,1000
A00000242,12/31/2022,5/31/2019,6245000
A00000212,9/30/2021,10/31/2019,9237000
A00000412,9/30/2022,6/30/2021,91000
A00001470,6/30/2022,1/31/2022,1291000
A00000354,8/31/2021,9/30/2020,247000
A00000162,2/28/2022,9/30/2018,116000
A00000217,2/28/2023,4/30/2019,1374000
A00001591,5/31/2023,7/31/2022,155000
A00001465,2/28/2023,1/31/2022,108000
A00000274,8/31/2021,10/31/2019,924000
