Customer Cohort Month,Month,Volume
6/30/2020,8/31/2020,10965000
9/30/2022,12/31/2022,594000
5/31/2021,9/30/2022,79000
1/31/2019,1/31/2021,672000
12/31/2021,3/31/2023,127000
7/31/2021,8/31/2021,419000
9/30/2021,7/31/2022,159000
3/31/2020,11/30/2021,45000
1/31/2021,1/31/2023,397000
5/31/2020,5/31/2023,562000
3/31/2020,6/30/2022,81000
2/28/2018,4/30/2023,91000
5/31/2020,11/30/2020,1036000
7/31/2021,10/31/2021,330000
7/31/2019,11/30/2020,590000
11/30/2020,11/30/2020,454000
1/31/2018,4/30/2023,2881000
7/31/2018,12/31/2020,11606000
1/31/2019,11/30/2020,566000
9/30/2018,2/28/2022,13000
2/28/2021,7/31/2022,1000
4/30/2021,3/31/2022,374000
10/31/2021,10/31/2021,58000
1/31/2021,12/31/2021,131000
5/31/2019,3/31/2022,2058000
2/28/2019,7/31/2020,5426000
10/31/2020,8/31/2021,7903000
8/31/2018,3/31/2022,249000
3/31/2018,5/31/2020,16000
3/31/2021,2/28/2022,85000
12/31/2021,9/30/2022,91000
6/30/2020,1/31/2022,58000
12/31/2019,10/31/2021,3979000
2/28/2019,3/31/2022,187000
2/28/2019,9/30/2019,15584000
8/31/2019,7/31/2020,603000
9/30/2019,3/31/2021,54000
6/30/2018,10/31/2020,1767000
2/28/2022,8/31/2022,23000
1/31/2020,3/31/2023,526000
2/28/2019,3/31/2021,81000
3/31/2021,5/31/2023,3901000
9/30/2021,8/31/2022,149000
6/30/2018,1/31/2021,1771000
10/31/2021,11/30/2022,15000
6/30/2018,3/31/2020,3591000
6/30/2019,7/31/2022,1016000
6/30/2021,8/31/2021,95000
12/31/2018,9/30/2021,661000
12/31/2019,5/31/2022,6623000
5/31/2019,2/28/2021,6148000
9/30/2018,3/31/2022,18000
9/30/2019,3/31/2022,57000
1/31/2020,10/31/2021,207000
9/30/2021,2/28/2022,115000
4/30/2022,9/30/2022,76000
3/31/2018,7/31/2022,31000
11/30/2019,4/30/2023,8000
9/30/2020,2/28/2022,134000
8/31/2018,11/30/2021,123000
3/31/2018,12/31/2020,21000
3/31/2019,3/31/2020,1094000
7/31/2018,11/30/2021,7276000
4/30/2018,12/31/2019,2000
1/31/2018,8/31/2018,18501000
7/31/2018,4/30/2023,1962000
8/31/2018,8/31/2021,153000
8/31/2019,9/30/2020,485000
7/31/2020,7/31/2020,275000
7/31/2018,12/31/2018,8551000
7/31/2018,10/31/2020,9960000
7/31/2019,2/28/2021,441000
5/31/2020,6/30/2022,2627000
11/30/2021,4/30/2023,838000
10/31/2018,1/31/2020,164000
10/31/2020,7/31/2022,4000
12/31/2020,12/31/2022,24000
1/31/2018,1/31/2020,32664000
6/30/2021,1/31/2022,242000
9/30/2020,6/30/2021,57000
3/31/2021,3/31/2021,362166000
2/28/2018,7/31/2019,458000
9/30/2020,12/31/2022,201000
9/30/2020,2/28/2021,101000
6/30/2019,5/31/2022,1410000
9/30/2018,2/28/2021,152000
4/30/2019,5/31/2019,124000
2/28/2019,10/31/2019,18648000
3/31/2019,9/30/2019,152000
1/31/2022,4/30/2023,8000
11/30/2019,12/31/2021,13199000
10/31/2022,12/31/2022,40000
2/28/2021,5/31/2023,1000
9/30/2021,5/31/2022,99000
9/30/2022,11/30/2022,898000
6/30/2018,4/30/2020,681000
1/31/2021,4/30/2021,19656000
4/30/2018,3/31/2022,1000
12/31/2020,2/28/2021,1660000
10/31/2018,9/30/2022,111000
3/31/2018,1/31/2019,25000
6/30/2020,6/30/2021,904000
9/30/2021,6/30/2022,159000
4/30/2020,5/31/2020,114828000
3/31/2019,5/31/2021,753000
3/31/2022,7/31/2022,19000
7/31/2019,10/31/2019,93000
2/28/2018,5/31/2019,474000
1/31/2020,10/31/2020,48000
1/31/2018,10/31/2022,9078000
10/31/2020,5/31/2023,2000
9/30/2020,3/31/2022,375000
4/30/2019,4/30/2022,31000
8/31/2018,3/31/2020,911000
2/29/2020,6/30/2021,51000
12/31/2019,1/31/2021,544000
4/30/2019,1/31/2021,432000
12/31/2020,1/31/2022,6000
4/30/2019,4/30/2023,5000
4/30/2019,12/31/2022,13000
1/31/2021,3/31/2022,43000
10/31/2020,2/28/2023,10118000
10/31/2019,1/31/2021,4333000
4/30/2018,6/30/2018,4000
10/31/2020,10/31/2020,16491000
5/31/2019,2/29/2020,7665000
1/31/2019,9/30/2021,38000
10/31/2020,4/30/2023,2000
1/31/2018,1/31/2022,31210000
12/31/2020,10/31/2022,30000
7/31/2018,8/31/2020,77946000
4/30/2020,9/30/2020,186208000
1/31/2018,7/31/2018,15812000
3/31/2021,4/30/2022,70000
2/28/2021,12/31/2022,6000
7/31/2019,7/31/2021,236000
6/30/2018,7/31/2022,4000
8/31/2019,11/30/2019,287000
6/30/2019,11/30/2019,2826000
4/30/2018,6/30/2020,1000
9/30/2020,9/30/2022,227000
1/31/2018,3/31/2021,131253000
10/31/2018,5/31/2021,75000
12/31/2019,10/31/2022,980000
5/31/2020,12/31/2021,2038000
11/30/2018,12/31/2020,1112000
7/31/2019,8/31/2020,491000
12/31/2020,4/30/2021,14000
11/30/2020,8/31/2021,244000
2/29/2020,6/30/2022,29000
1/31/2019,5/31/2019,2118000
8/31/2018,10/31/2019,1439000
3/31/2018,2/28/2022,13000
4/30/2021,7/31/2021,271000
8/31/2018,4/30/2020,565000
3/31/2019,6/30/2019,40000
6/30/2018,12/31/2018,2011000
4/30/2021,10/31/2022,201000
6/30/2018,12/31/2019,4601000
1/31/2018,11/30/2020,15583000
2/28/2019,11/30/2022,433000
1/31/2019,3/31/2020,2404000
1/31/2018,10/31/2020,15309000
10/31/2018,11/30/2019,104000
1/31/2022,7/31/2022,92000
11/30/2021,6/30/2022,40000
5/31/2019,9/30/2022,1782000
6/30/2018,9/30/2021,4000
2/28/2018,3/31/2018,255000
10/31/2021,8/31/2022,13000
6/30/2019,12/31/2022,297000
9/30/2021,5/31/2023,233000
5/31/2020,1/31/2022,2631000
3/31/2020,10/31/2021,67000
6/30/2019,2/28/2021,40000
12/31/2019,9/30/2021,2637000
6/30/2019,4/30/2023,235000
1/31/2018,9/30/2019,26611000
4/30/2018,10/31/2018,5000
7/31/2020,2/28/2023,128000
7/31/2018,11/30/2022,8220000
5/31/2018,5/31/2018,5000
6/30/2020,7/31/2021,45000
2/28/2018,10/31/2019,422000
9/30/2018,10/31/2019,8388000
1/31/2022,1/31/2022,31000
3/31/2020,10/31/2020,418000
6/30/2019,2/28/2023,346000
7/31/2019,3/31/2020,131000
3/31/2019,7/31/2022,3000
10/31/2022,10/31/2022,102000
10/31/2018,11/30/2022,68000
4/30/2019,7/31/2019,347000
5/31/2021,7/31/2022,55000
4/30/2020,6/30/2021,208000
3/31/2019,7/31/2019,50000
6/30/2019,3/31/2021,53000
3/31/2019,10/31/2021,1130000
4/30/2019,8/31/2019,486000
9/30/2019,10/31/2021,61000
10/31/2019,7/31/2021,6248000
11/30/2019,4/30/2020,4416000
12/31/2019,7/31/2021,1736000
1/31/2018,10/31/2021,28380000
9/30/2018,1/31/2023,13000
11/30/2019,8/31/2021,18663000
4/30/2019,3/31/2023,80000
12/31/2019,3/31/2021,738000
6/30/2020,10/31/2020,6614000
2/29/2020,4/30/2020,278000
2/29/2020,6/30/2020,286000
1/31/2019,7/31/2021,75000
5/31/2019,4/30/2023,541000
7/31/2020,10/31/2020,198000
12/31/2019,9/30/2022,4232000
12/31/2019,4/30/2021,682000
7/31/2022,10/31/2022,19000
1/31/2022,4/30/2022,29000
2/28/2018,4/30/2018,963000
3/31/2018,11/30/2019,86000
3/31/2018,7/31/2019,15000
1/31/2021,11/30/2022,369000
6/30/2019,4/30/2021,57000
6/30/2018,9/30/2018,1556000
2/28/2018,7/31/2021,269000
2/29/2020,10/31/2022,49000
9/30/2019,1/31/2020,25000
9/30/2019,1/31/2022,39000
12/31/2018,2/28/2021,2793000
9/30/2018,4/30/2021,14000
6/30/2019,11/30/2022,351000
10/31/2019,11/30/2021,6682000
11/30/2022,11/30/2022,146000
4/30/2019,5/31/2023,34000
3/31/2020,5/31/2022,71000
4/30/2018,1/31/2022,1000
12/31/2022,2/28/2023,3000
9/30/2018,2/28/2019,37000
10/31/2018,3/31/2021,84000
4/30/2021,2/28/2022,606000
3/31/2021,8/31/2022,93000
12/31/2018,5/31/2020,766000
6/30/2019,9/30/2022,338000
9/30/2019,6/30/2021,43000
12/31/2018,2/29/2020,3910000
5/31/2019,5/31/2022,2147000
3/31/2023,4/30/2023,1000
6/30/2019,12/31/2019,2648000
1/31/2021,9/30/2021,244000
5/31/2021,6/30/2022,64000
2/28/2018,8/31/2019,436000
3/31/2018,4/30/2018,20000
3/31/2022,5/31/2022,357000
9/30/2021,11/30/2021,90000
2/28/2019,6/30/2022,234000
10/31/2018,5/31/2022,116000
2/28/2018,3/31/2020,338000
12/31/2019,12/31/2020,616000
9/30/2020,5/31/2021,44000
2/28/2021,9/30/2021,120000
7/31/2021,9/30/2022,490000
1/31/2023,1/31/2023,18000
8/31/2018,2/28/2021,670000
1/31/2022,2/28/2022,62000
3/31/2018,1/31/2023,26000
3/31/2018,7/31/2020,8000
12/31/2022,12/31/2022,1555000
1/31/2018,11/30/2022,9434000
8/31/2019,7/31/2021,2000
5/31/2021,11/30/2021,55000
7/31/2018,11/30/2019,15258000
2/28/2019,4/30/2021,245000
2/28/2021,12/31/2021,171000
2/29/2020,9/30/2021,31000
10/31/2020,12/31/2021,4081000
5/31/2021,5/31/2022,75000
1/31/2022,9/30/2022,96000
2/28/2022,6/30/2022,24000
4/30/2022,7/31/2022,78000
6/30/2018,10/31/2022,3000
8/31/2021,3/31/2022,147000
10/31/2018,3/31/2022,91000
2/29/2020,4/30/2022,25000
9/30/2021,4/30/2023,97000
4/30/2018,10/31/2022,1000
1/31/2020,8/31/2022,106000
10/31/2020,12/31/2020,10834000
1/31/2018,7/31/2021,26228000
8/31/2019,6/30/2020,426000
8/31/2019,2/29/2020,320000
6/30/2022,11/30/2022,8000
8/31/2022,12/31/2022,6000
10/31/2018,11/30/2021,128000
12/31/2018,11/30/2021,208000
3/31/2020,11/30/2020,313000
9/30/2021,4/30/2022,65000
9/30/2018,1/31/2022,11000
8/31/2018,1/31/2021,489000
11/30/2020,4/30/2021,525000
3/31/2018,6/30/2021,19000
7/31/2020,8/31/2020,174000
11/30/2019,1/31/2020,29568000
12/31/2021,12/31/2022,90000
3/31/2019,2/29/2020,1274000
4/30/2018,3/31/2021,1000
6/30/2018,9/30/2020,1828000
7/31/2021,2/28/2022,347000
10/31/2019,7/31/2020,4616000
8/31/2018,7/31/2019,1006000
2/28/2018,6/30/2020,312000
4/30/2018,11/30/2020,1000
3/31/2020,2/28/2021,1012000
6/30/2020,6/30/2020,3723000
8/31/2019,2/28/2022,7000
3/31/2020,5/31/2023,54000
7/31/2022,8/31/2022,27000
2/28/2019,3/31/2019,5221000
7/31/2018,2/28/2023,6430000
10/31/2020,2/28/2022,11100000
11/30/2019,2/28/2023,5000
3/31/2020,3/31/2021,63000
12/31/2021,2/28/2022,7000
12/31/2019,4/30/2020,207000
1/31/2019,3/31/2019,364000
10/31/2020,10/31/2022,3000
5/31/2022,2/28/2023,133000
7/31/2018,4/30/2019,12691000
10/31/2021,1/31/2023,18000
9/30/2019,3/31/2020,43000
12/31/2018,7/31/2021,805000
10/31/2020,3/31/2022,16539000
10/31/2018,2/28/2019,652000
7/31/2019,8/31/2019,86000
8/31/2019,5/31/2021,10000
7/31/2018,10/31/2019,17454000
7/31/2021,3/31/2022,469000
8/31/2022,8/31/2022,51000
2/28/2018,11/30/2022,292000
6/30/2018,3/31/2019,2130000
4/30/2019,12/31/2019,767000
9/30/2019,6/30/2020,42000
9/30/2019,2/28/2022,49000
8/31/2019,3/31/2020,551000
1/31/2018,4/30/2021,67285000
6/30/2018,4/30/2019,2575000
11/30/2019,1/31/2023,5000
3/31/2020,2/28/2022,43000
1/31/2021,2/28/2023,365000
10/31/2020,1/31/2023,11654000
3/31/2018,6/30/2018,8000
5/31/2020,4/30/2022,2762000
11/30/2018,1/31/2020,761000
10/31/2018,6/30/2019,303000
1/31/2020,1/31/2020,4414000
7/31/2021,4/30/2022,425000
4/30/2019,4/30/2021,590000
2/28/2018,5/31/2020,65000
6/30/2019,6/30/2020,9000
8/31/2019,7/31/2022,2000
8/31/2019,10/31/2019,395000
8/31/2018,12/31/2021,85000
12/31/2020,4/30/2023,22000
9/30/2020,11/30/2021,60000
11/30/2018,1/31/2021,1206000
2/28/2021,10/31/2022,1000
7/31/2018,6/30/2019,11410000
9/30/2019,11/30/2021,68000
1/31/2019,3/31/2023,9000
6/30/2018,6/30/2019,2729000
10/31/2018,2/28/2022,94000
2/28/2022,5/31/2022,31000
5/31/2021,4/30/2023,9000
1/31/2019,2/28/2021,648000
3/31/2018,10/31/2022,41000
11/30/2020,2/28/2022,130000
10/31/2018,1/31/2023,44000
5/31/2018,6/30/2020,2000
4/30/2019,5/31/2021,666000
8/31/2018,8/31/2020,523000
4/30/2022,5/31/2023,7000
10/31/2019,4/30/2020,602000
1/31/2018,12/31/2021,28538000
8/31/2019,12/31/2021,2000
3/31/2019,4/30/2022,7000
2/28/2022,11/30/2022,26000
11/30/2019,7/31/2022,15665000
7/31/2018,5/31/2020,84913000
3/31/2021,12/31/2022,18000
6/30/2022,7/31/2022,43000
9/30/2022,4/30/2023,8000
12/31/2018,10/31/2021,223000
3/31/2019,2/28/2022,924000
12/31/2019,3/31/2022,5008000
11/30/2021,9/30/2022,93000
8/31/2018,9/30/2022,369000
11/30/2018,5/31/2019,176000
7/31/2018,3/31/2021,267065000
4/30/2019,10/31/2020,317000
2/28/2018,2/28/2019,469000
1/31/2018,9/30/2022,9574000
12/31/2019,2/29/2020,645000
11/30/2018,11/30/2018,7000
5/31/2019,10/31/2019,7752000
9/30/2022,2/28/2023,40000
5/31/2019,7/31/2021,2377000
1/31/2021,3/31/2023,1937000
11/30/2019,10/31/2022,10914000
2/28/2019,7/31/2021,244000
11/30/2019,10/31/2020,18491000
9/30/2019,9/30/2019,29000
1/31/2020,7/31/2021,331000
10/31/2021,3/31/2023,27000
6/30/2019,1/31/2023,398000
2/28/2021,4/30/2021,80000
2/28/2021,2/28/2023,3000
8/31/2022,3/31/2023,7000
3/31/2020,9/30/2020,402000
8/31/2018,11/30/2019,1286000
11/30/2019,6/30/2022,12979000
10/31/2018,8/31/2020,22000
9/30/2019,10/31/2019,69000
12/31/2021,2/28/2023,105000
3/31/2021,7/31/2021,241000
8/31/2018,6/30/2020,473000
12/31/2019,6/30/2022,7439000
11/30/2020,5/31/2023,266000
11/30/2019,11/30/2019,11756000
7/31/2021,6/30/2022,529000
8/31/2021,4/30/2022,1168000
6/30/2022,2/28/2023,20000
6/30/2018,5/31/2021,673000
7/31/2021,7/31/2022,501000
5/31/2019,12/31/2021,2951000
8/31/2021,2/28/2022,82000
10/31/2018,3/31/2019,372000
8/31/2018,6/30/2019,933000
12/31/2018,3/31/2021,639000
10/31/2021,2/28/2023,13000
6/30/2020,8/31/2021,71000
6/30/2021,4/30/2022,418000
1/31/2021,5/31/2021,3293000
11/30/2021,5/31/2022,70000
3/31/2021,10/31/2022,7000
5/31/2020,12/31/2022,1587000
10/31/2019,12/31/2020,4930000
3/31/2018,1/31/2020,7000
3/31/2021,12/31/2021,79000
4/30/2020,6/30/2020,113830000
2/29/2020,5/31/2023,4000
9/30/2018,11/30/2022,14000
10/31/2021,9/30/2022,12000
2/28/2018,9/30/2022,306000
1/31/2019,10/31/2022,5000
9/30/2018,6/30/2022,17000
6/30/2018,12/31/2022,3000
2/28/2018,6/30/2021,323000
11/30/2018,2/28/2021,948000
9/30/2018,9/30/2022,16000
10/31/2020,11/30/2022,4000
4/30/2021,9/30/2022,346000
5/31/2018,7/31/2018,2000
11/30/2019,3/31/2023,7000
3/31/2019,5/31/2022,1000
7/31/2018,1/31/2021,133410000
12/31/2020,5/31/2021,14000
2/29/2020,7/31/2021,94000
10/31/2019,9/30/2020,4116000
1/31/2023,2/28/2023,7000
2/28/2019,5/31/2021,266000
10/31/2021,3/31/2022,37000
1/31/2019,7/31/2022,10000
1/31/2019,4/30/2021,227000
3/31/2020,5/31/2020,376000
12/31/2022,1/31/2023,33466000
4/30/2018,9/30/2022,1000
1/31/2018,6/30/2022,34857000
11/30/2020,9/30/2021,239000
3/31/2019,12/31/2020,257000
8/31/2018,8/31/2019,1016000
2/28/2018,1/31/2019,650000
2/28/2018,2/28/2022,226000
1/31/2021,4/30/2023,688000
5/31/2018,10/31/2018,4000
5/31/2021,5/31/2021,50000
9/30/2020,3/31/2023,70000
12/31/2019,10/31/2020,572000
6/30/2020,9/30/2020,9994000
9/30/2020,1/31/2022,53000
1/31/2019,8/31/2021,125000
1/31/2020,3/31/2022,377000
2/28/2022,2/28/2022,51000
9/30/2018,4/30/2019,182000
6/30/2018,2/28/2023,2000
9/30/2021,3/31/2023,249000
6/30/2018,3/31/2023,5000
5/31/2018,2/28/2019,2000
12/31/2018,3/31/2019,3705000
12/31/2020,12/31/2021,11000
1/31/2018,12/31/2018,20933000
1/31/2019,4/30/2022,4000
10/31/2022,11/30/2022,197000
9/30/2021,3/31/2022,99000
8/31/2019,12/31/2019,252000
7/31/2021,8/31/2022,527000
1/31/2020,4/30/2023,197000
12/31/2019,11/30/2021,4564000
3/31/2019,4/30/2023,86000
12/31/2018,12/31/2018,467000
10/31/2018,4/30/2022,122000
12/31/2018,1/31/2021,2782000
10/31/2018,12/31/2018,398000
11/30/2018,1/31/2019,8000
1/31/2018,12/31/2022,9291000
10/31/2019,12/31/2021,7214000
6/30/2019,3/31/2020,1555000
6/30/2021,5/31/2022,42000
7/31/2019,2/28/2022,489000
11/30/2019,5/31/2020,6539000
4/30/2018,8/31/2019,2000
4/30/2021,7/31/2022,268000
1/31/2018,7/31/2019,28582000
8/31/2021,5/31/2022,1210000
11/30/2021,12/31/2022,2895000
1/31/2018,5/31/2019,26601000
3/31/2018,8/31/2021,22000
12/31/2020,3/31/2022,16000
12/31/2020,3/31/2021,18000
6/30/2019,8/31/2022,573000
9/30/2018,12/31/2021,15000
1/31/2019,10/31/2021,44000
7/31/2019,5/31/2022,550000
3/31/2020,5/31/2021,43000
6/30/2019,3/31/2022,1796000
9/30/2019,5/31/2021,58000
10/31/2018,4/30/2020,1000
12/31/2021,11/30/2022,91000
2/28/2018,2/29/2020,391000
5/31/2018,7/31/2020,2000
1/31/2018,8/31/2022,21155000
3/31/2018,2/29/2020,17000
3/31/2023,5/31/2023,9000
9/30/2019,9/30/2020,41000
6/30/2022,6/30/2022,88000
6/30/2019,12/31/2020,15000
1/31/2018,8/31/2020,24398000
8/31/2018,10/31/2020,545000
7/31/2018,12/31/2019,17083000
2/28/2023,3/31/2023,94000
6/30/2019,6/30/2021,169000
3/31/2018,3/31/2023,35000
8/31/2021,10/31/2021,13000
4/30/2019,6/30/2019,297000
5/31/2020,6/30/2021,1354000
12/31/2019,12/31/2021,6129000
2/29/2020,11/30/2021,42000
8/31/2019,10/31/2021,7000
10/31/2019,3/31/2023,6972000
7/31/2018,7/31/2021,5017000
4/30/2020,7/31/2021,262000
9/30/2018,6/30/2021,14000
11/30/2018,2/29/2020,720000
10/31/2020,10/31/2021,4655000
3/31/2018,8/31/2018,10000
12/31/2021,6/30/2022,57000
3/31/2020,1/31/2022,75000
9/30/2018,6/30/2019,717000
5/31/2022,1/31/2023,119000
1/31/2019,1/31/2019,76000
2/28/2019,5/31/2022,185000
1/31/2021,1/31/2021,526000
2/28/2018,9/30/2019,471000
3/31/2019,1/31/2021,346000
8/31/2019,10/31/2022,4000
11/30/2020,6/30/2022,215000
1/31/2019,12/31/2021,57000
10/31/2019,8/31/2021,6701000
6/30/2020,3/31/2022,3000
9/30/2020,5/31/2023,17028000
8/31/2018,10/31/2021,117000
8/31/2019,8/31/2022,3000
3/31/2022,11/30/2022,7000
2/28/2021,10/31/2021,136000
7/31/2021,3/31/2023,3000
8/31/2018,7/31/2020,529000
1/31/2019,12/31/2022,7000
12/31/2020,7/31/2022,15000
6/30/2021,7/31/2021,60000
7/31/2018,11/30/2018,8521000
6/30/2019,10/31/2021,637000
7/31/2019,4/30/2021,171000
10/31/2018,5/31/2023,117000
11/30/2019,11/30/2021,12406000
9/30/2018,10/31/2021,13000
1/31/2018,11/30/2019,28664000
11/30/2018,9/30/2019,219000
8/31/2019,1/31/2022,2000
9/30/2020,9/30/2021,40000
2/28/2018,6/30/2022,259000
4/30/2020,10/31/2020,155537000
3/31/2020,7/31/2022,60000
5/31/2019,7/31/2022,1599000
10/31/2022,2/28/2023,32000
12/31/2020,6/30/2021,23000
7/31/2018,9/30/2022,8950000
5/31/2020,5/31/2021,1589000
3/31/2019,10/31/2022,5000
6/30/2021,7/31/2022,27000
1/31/2018,4/30/2019,25585000
8/31/2018,12/31/2018,896000
5/31/2019,11/30/2020,8811000
7/31/2021,7/31/2021,195000
6/30/2020,4/30/2022,2000
11/30/2018,11/30/2019,415000
12/31/2021,1/31/2023,109000
11/30/2019,2/28/2022,11786000
2/29/2020,5/31/2020,99000
6/30/2019,8/31/2021,394000
2/29/2020,1/31/2022,40000
8/31/2018,6/30/2022,379000
1/31/2021,7/31/2022,10000
10/31/2018,5/31/2020,2000
12/31/2019,7/31/2022,4786000
3/31/2018,11/30/2021,10000
11/30/2020,3/31/2022,89000
2/28/2019,2/28/2023,2000
6/30/2019,9/30/2021,399000
10/31/2021,4/30/2022,23000
6/30/2019,9/30/2019,562000
7/31/2021,5/31/2023,1000
5/31/2018,4/30/2019,1000
6/30/2020,2/28/2023,3000
3/31/2018,9/30/2020,11000
8/31/2021,4/30/2023,277000
1/31/2018,7/31/2022,27594000
7/31/2018,7/31/2022,8499000
7/31/2019,5/31/2020,89000
3/31/2020,6/30/2020,568000
9/30/2021,12/31/2021,223000
3/31/2018,2/28/2021,8000
8/31/2021,8/31/2021,38000
4/30/2019,7/31/2021,974000
8/31/2019,3/31/2023,4000
1/31/2018,5/31/2023,6577000
6/30/2018,8/31/2021,1000
3/31/2018,2/28/2019,16000
12/31/2018,10/31/2019,4449000
1/31/2019,1/31/2022,403000
9/30/2018,5/31/2023,3000
6/30/2022,12/31/2022,4000
2/28/2019,1/31/2022,264000
12/31/2021,4/30/2022,19000
10/31/2018,4/30/2023,22000
10/31/2018,10/31/2019,185000
2/28/2018,2/28/2023,285000
12/31/2018,12/31/2021,244000
8/31/2021,9/30/2021,12000
4/30/2018,10/31/2019,4000
9/30/2019,4/30/2020,35000
9/30/2018,5/31/2020,132000
2/28/2021,8/31/2021,31000
10/31/2018,9/30/2021,118000
3/31/2019,8/31/2022,3000
7/31/2021,12/31/2021,338000
3/31/2019,10/31/2020,361000
10/31/2018,1/31/2019,435000
12/31/2019,12/31/2022,394000
6/30/2019,12/31/2021,500000
12/31/2018,4/30/2020,960000
7/31/2019,3/31/2023,657000
3/31/2019,3/31/2019,87000
9/30/2019,12/31/2021,53000
1/31/2022,5/31/2023,25000
2/29/2020,3/31/2023,22000
9/30/2018,1/31/2021,180000
1/31/2020,4/30/2021,55000
10/31/2019,5/31/2022,8302000
12/31/2020,2/28/2023,34000
3/31/2019,8/31/2019,60000
9/30/2019,10/31/2020,30000
2/28/2021,11/30/2021,112000
2/28/2018,3/31/2019,429000
12/31/2020,1/31/2023,28000
1/31/2018,3/31/2019,24948000
10/31/2019,9/30/2022,8426000
9/30/2020,12/31/2021,60000
11/30/2019,4/30/2022,14919000
7/31/2018,10/31/2018,7798000
7/31/2021,5/31/2022,553000
12/31/2018,5/31/2021,749000
10/31/2019,3/31/2021,4086000
7/31/2018,10/31/2022,8007000
1/31/2018,2/28/2022,29449000
3/31/2019,3/31/2022,4000
7/31/2019,4/30/2020,141000
6/30/2018,5/31/2019,2935000
4/30/2022,11/30/2022,82000
7/31/2019,6/30/2021,232000
10/31/2020,3/31/2023,7000
6/30/2018,4/30/2022,7000
2/28/2018,12/31/2021,218000
3/31/2018,12/31/2018,5000
10/31/2018,12/31/2021,106000
3/31/2021,8/31/2021,169000
1/31/2019,12/31/2020,908000
11/30/2020,3/31/2021,446000
1/31/2019,9/30/2019,1682000
5/31/2019,7/31/2019,2708000
4/30/2019,7/31/2020,99000
3/31/2018,4/30/2020,13000
12/31/2020,11/30/2021,4000
6/30/2020,3/31/2021,424000
10/31/2019,8/31/2022,8516000
10/31/2019,9/30/2021,6174000
2/29/2020,11/30/2022,45000
4/30/2018,7/31/2018,2000
12/31/2020,10/31/2021,19000
6/30/2018,6/30/2021,1059000
4/30/2019,4/30/2020,170000
7/31/2019,11/30/2019,92000
4/30/2022,5/31/2022,215000
5/31/2019,8/31/2019,4294000
7/31/2019,6/30/2020,266000
10/31/2018,7/31/2020,17000
7/31/2020,9/30/2020,147000
1/31/2018,2/28/2023,9139000
10/31/2018,3/31/2023,96000
3/31/2018,6/30/2022,40000
1/31/2018,3/31/2022,30823000
11/30/2019,3/31/2022,15440000
1/31/2018,1/31/2018,5996000
6/30/2018,6/30/2020,1391000
1/31/2018,3/31/2018,9836000
3/31/2018,2/28/2023,43000
2/29/2020,3/31/2021,26000
8/31/2018,2/29/2020,1162000
11/30/2020,4/30/2023,1250000
11/30/2020,7/31/2022,1807000
4/30/2021,11/30/2021,607000
6/30/2020,4/30/2021,1271000
1/31/2018,2/28/2018,7859000
3/31/2018,5/31/2022,15000
11/30/2021,1/31/2022,2617000
4/30/2022,1/31/2023,94000
12/31/2019,8/31/2021,2236000
2/28/2019,10/31/2021,237000
12/31/2020,7/31/2021,17000
9/30/2018,4/30/2022,7000
3/31/2019,4/30/2019,8000
7/31/2022,12/31/2022,23000
8/31/2019,2/28/2021,422000
3/31/2020,3/31/2020,115000
6/30/2021,2/28/2023,24000
9/30/2020,6/30/2022,181000
6/30/2018,3/31/2022,3000
12/31/2021,4/30/2023,32000
6/30/2018,6/30/2018,109000
10/31/2018,1/31/2022,85000
9/30/2019,8/31/2020,36000
8/31/2019,2/28/2023,3000
8/31/2018,5/31/2019,901000
2/28/2019,12/31/2021,217000
5/31/2019,10/31/2020,9988000
9/30/2018,8/31/2021,7000
10/31/2020,3/31/2021,3061000
6/30/2022,1/31/2023,11000
10/31/2020,8/31/2022,5000
2/28/2018,10/31/2020,466000
2/28/2022,4/30/2023,289000
8/31/2019,11/30/2021,2000
6/30/2022,3/31/2023,22000
5/31/2019,6/30/2019,1187000
10/31/2018,9/30/2019,306000
10/31/2019,2/29/2020,8670000
5/31/2018,9/30/2020,1000
11/30/2019,9/30/2022,12189000
12/31/2021,1/31/2022,15000
11/30/2018,6/30/2019,161000
9/30/2018,1/31/2020,12656000
7/31/2018,8/31/2018,6684000
4/30/2022,3/31/2023,31000
8/31/2018,2/28/2023,12000
9/30/2020,11/30/2020,1600000
10/31/2019,11/30/2022,6453000
3/31/2019,3/31/2021,640000
6/30/2020,5/31/2023,1000
8/31/2019,12/31/2020,375000
9/30/2018,9/30/2020,130000
1/31/2020,3/31/2021,42000
2/28/2019,8/31/2021,117000
3/31/2018,11/30/2020,8000
7/31/2018,3/31/2023,7299000
6/30/2021,10/31/2022,25000
6/30/2018,1/31/2020,5183000
2/28/2019,1/31/2021,78000
2/28/2018,8/31/2018,795000
2/29/2020,9/30/2020,244000
9/30/2019,1/31/2021,60000
5/31/2022,5/31/2022,126000
2/28/2019,9/30/2020,5280000
6/30/2018,11/30/2021,4000
10/31/2021,12/31/2022,25000
3/31/2019,6/30/2021,912000
7/31/2020,7/31/2022,1000
10/31/2020,6/30/2021,7247000
8/31/2018,5/31/2022,292000
2/28/2018,11/30/2018,739000
9/30/2019,5/31/2022,60000
3/31/2018,10/31/2020,35000
9/30/2019,7/31/2022,41000
5/31/2020,7/31/2022,2132000
