CUSTOMER_ID-1,Month,Customer Cohort Month,Grand Total
A00000339,1/31/2021,6/30/2020,23000
A00000376,2/28/2022,12/31/2020,1000
A00000420,5/31/2021,4/30/2021,171000
A00000043,12/31/2020,1/31/2018,314000
A00000357,3/31/2021,9/30/2020,32000
A00000115,11/30/2019,1/31/2018,5000
A00000154,2/28/2021,8/31/2018,539000
A00000146,6/30/2019,7/31/2018,1000
A00000030,12/31/2019,1/31/2018,2000
A00000006,9/30/2020,1/31/2018,293000
A00000310,9/30/2022,2/29/2020,11000
A00000357,9/30/2022,9/30/2020,227000
A00000321,2/28/2021,4/30/2020,7384000
A00000063,10/31/2019,1/31/2018,3833000
A00000387,6/30/2022,2/28/2021,249000
A00000109,4/30/2018,1/31/2018,7000
A00000083,8/31/2021,3/31/2018,4000
A00000085,5/31/2023,2/28/2018,2000
A00000056,10/31/2020,3/31/2018,2000
A00000200,8/31/2021,4/30/2019,24000
A00000368,7/31/2021,1/31/2021,211000
A00001396,4/30/2023,5/31/2021,9000
A00001483,10/31/2022,1/31/2022,4000
A00000246,7/31/2022,7/31/2019,1000
A00000367,1/31/2023,10/31/2020,3000
A00000406,6/30/2022,3/31/2021,8000
A00000124,4/30/2019,1/31/2018,146000
A00002460,4/30/2023,4/30/2023,3000
A00000190,8/31/2019,10/31/2018,235000
A00001505,2/28/2023,2/28/2022,1230000
A00001554,4/30/2023,5/31/2022,3000
A00000096,8/31/2022,1/31/2018,1190000
A00000320,9/30/2022,6/30/2020,7000
A00000078,6/30/2018,2/28/2018,1000
A00000368,11/30/2021,1/31/2021,135000
A00000285,4/30/2021,11/30/2019,63000
A00000293,2/28/2021,12/31/2019,9000
A00000346,11/30/2020,7/31/2020,36000
A00000221,2/28/2022,1/31/2019,1000
A00000115,7/31/2022,1/31/2018,6000
A00000221,3/31/2020,1/31/2019,3000
A00000150,5/31/2021,7/31/2018,281000
A00002499,5/31/2023,5/31/2023,1000
A00000194,3/31/2021,3/31/2019,4000
A00001572,10/31/2022,9/30/2022,6000
A00000396,7/31/2021,2/28/2021,34000
A00002399,2/28/2023,2/28/2023,1000
A00000221,6/30/2019,1/31/2019,3000
A00000319,10/31/2022,3/31/2020,1000
A00000096,6/30/2021,1/31/2018,248000
A00000072,3/31/2021,1/31/2018,298000
A00000216,2/28/2021,10/31/2018,15000
A00001607,10/31/2022,10/31/2022,3000
A00000150,3/31/2019,7/31/2018,692000
A00000031,10/31/2019,1/31/2018,83000
A00000124,10/31/2018,1/31/2018,202000
A00000205,4/30/2019,4/30/2019,1000
A00000056,12/31/2018,3/31/2018,1000
A00000153,7/31/2022,7/31/2018,3000
A00000211,1/31/2021,5/31/2019,2196000
A00000001,1/31/2018,1/31/2018,5000
A00000143,5/31/2021,9/30/2018,8000
A00000235,4/30/2022,10/31/2018,47000
A00000026,11/30/2021,1/31/2018,5000
A00001443,3/31/2022,10/31/2021,24000
A00000115,9/30/2019,1/31/2018,6000
A00000287,4/30/2020,4/30/2019,1000
A00001436,12/31/2022,9/30/2021,147000
A00000262,11/30/2021,9/30/2019,1000
A00000285,4/30/2020,11/30/2019,30000
A00000088,2/28/2022,1/31/2018,84000
A00001575,5/31/2023,6/30/2022,5000
A00000208,10/31/2020,5/31/2019,2000
A00000259,9/30/2021,9/30/2019,41000
A00001522,3/31/2022,3/31/2022,3000
A00000050,2/29/2020,1/31/2018,13000
A00000049,8/31/2020,2/28/2018,1000
A00000041,6/30/2019,1/31/2018,4000
A00000406,3/31/2023,3/31/2021,4000
A00001436,7/31/2022,9/30/2021,156000
A00000226,12/31/2021,10/31/2018,67000
A00001704,12/31/2022,12/31/2022,9000
A00000159,10/31/2022,6/30/2019,2000
A00000044,6/30/2022,1/31/2018,3000
A00000218,7/31/2020,4/30/2019,9000
A00000138,6/30/2022,6/30/2018,5000
A00000226,1/31/2022,10/31/2018,62000
A00000382,2/28/2021,1/31/2021,64000
A00001676,3/31/2023,11/30/2022,1000
A00000198,7/31/2022,1/31/2019,7000
A00000230,10/31/2019,1/31/2018,5870000
A00000397,11/30/2021,2/28/2021,112000
A00000196,3/31/2020,3/31/2019,216000
A00001451,12/31/2021,12/31/2021,1000
A00000254,7/31/2019,3/31/2018,4000
A00001507,5/31/2022,2/28/2022,16000
A00000414,5/31/2021,4/30/2021,5000
A00000304,2/28/2021,2/29/2020,1000
A00000041,4/30/2018,1/31/2018,1000
A00000091,11/30/2020,11/30/2019,7000
A00000040,12/31/2022,1/31/2018,6000
A00000005,3/31/2019,1/31/2018,4456000
A00000115,6/30/2019,1/31/2018,2000
A00000314,5/31/2022,4/30/2020,19000
A00000190,2/29/2020,10/31/2018,45000
A00000096,2/28/2018,1/31/2018,193000
A00000160,5/31/2019,8/31/2018,309000
A00000172,7/31/2019,8/31/2018,33000
A00000206,3/31/2021,6/30/2018,577000
A00000375,12/31/2020,12/31/2020,3000
A00001456,1/31/2023,11/30/2021,3770000
A00000317,11/30/2020,3/31/2020,109000
A00000194,7/31/2020,3/31/2019,1000
A00000038,9/30/2019,1/31/2018,19000
A00000248,11/30/2020,7/31/2019,4000
A00000050,1/31/2022,1/31/2018,2000
A00000194,7/31/2019,3/31/2019,5000
A00000138,8/31/2018,6/30/2018,25000
A00000367,7/31/2022,10/31/2020,4000
A00000171,1/31/2020,10/31/2018,2000
A00000199,12/31/2020,2/28/2019,4203000
A00001441,10/31/2021,10/31/2021,3000
A00000264,1/31/2022,8/31/2019,2000
A00000133,4/30/2019,5/31/2018,1000
A00000276,6/30/2020,2/28/2018,1000
A00000278,5/31/2020,10/31/2019,8000
A00000119,9/30/2018,3/31/2018,1000
A00000206,1/31/2020,6/30/2018,2722000
A00001468,1/31/2022,1/31/2022,1000
A00000204,6/30/2020,1/31/2019,170000
A00001419,10/31/2022,7/31/2021,505000
A00000039,4/30/2021,1/31/2018,1933000
A00000050,5/31/2021,1/31/2018,2000
A00000278,3/31/2023,10/31/2019,6970000
A00000316,6/30/2020,4/30/2020,97936000
A00000259,8/31/2021,9/30/2019,58000
A00000085,6/30/2020,2/28/2018,6000
A00000049,7/31/2018,2/28/2018,1000
A00000226,12/31/2022,10/31/2018,39000
A00000269,10/31/2019,9/30/2019,12000
A00000194,4/30/2020,3/31/2019,1000
A00000063,5/31/2018,1/31/2018,2309000
A00000371,6/30/2021,1/31/2021,13000
A00000235,2/28/2022,10/31/2018,26000
A00000314,7/31/2022,4/30/2020,22000
A00000192,1/31/2021,2/28/2019,74000
A00000305,11/30/2020,7/31/2020,134000
A00000160,10/31/2020,8/31/2018,70000
A00000357,10/31/2022,9/30/2020,195000
A00001443,5/31/2023,10/31/2021,23000
A00000211,10/31/2022,5/31/2019,1847000
A00000283,9/30/2022,11/30/2019,686000
A00000109,2/28/2022,1/31/2018,10000
A00001615,9/30/2022,9/30/2022,5000
A00001429,5/31/2023,11/30/2021,62000
A00000294,11/30/2021,1/31/2020,117000
A00000336,11/30/2020,5/31/2020,525000
A00000001,11/30/2021,1/31/2018,4000
A00000281,8/31/2020,11/30/2019,16426000
A00000191,3/31/2019,12/31/2018,16000
A00001457,4/30/2022,11/30/2021,37000
A00000378,3/31/2022,12/31/2020,3000
A00000006,5/31/2019,1/31/2018,318000
A00000171,5/31/2021,10/31/2018,5000
A00000180,1/31/2020,11/30/2018,761000
A00000201,10/31/2019,5/31/2019,1000
A00000244,7/31/2019,4/30/2019,47000
A00000291,3/31/2021,12/31/2019,1000
A00000040,4/30/2019,1/31/2018,2000
A00000002,1/31/2018,1/31/2018,42000
A00001449,5/31/2022,11/30/2021,2000
A00001413,9/30/2022,7/31/2021,8000
A00000138,1/31/2020,6/30/2018,13000
A00000005,9/30/2020,1/31/2018,576000
A00000044,10/31/2019,1/31/2018,7000
A00001468,5/31/2023,1/31/2022,16000
A00000172,11/30/2020,8/31/2018,71000
A00000065,11/30/2019,3/31/2018,2000
A00000295,1/31/2020,1/31/2020,2000
A00000259,10/31/2022,9/30/2019,51000
A00000109,7/31/2021,1/31/2018,18000
A00000078,7/31/2019,2/28/2018,10000
A00000043,4/30/2023,1/31/2018,25000
A00000150,6/30/2021,7/31/2018,544000
A00000238,10/31/2019,6/30/2019,8000
A00001572,11/30/2022,9/30/2022,55000
A00000235,9/30/2021,10/31/2018,24000
A00001456,5/31/2023,11/30/2021,2158000
A00000116,6/30/2021,10/31/2020,1000
A00000143,1/31/2022,9/30/2018,11000
A00000206,7/31/2019,6/30/2018,885000
A00000161,9/30/2022,8/31/2018,2000
A00000072,5/31/2021,1/31/2018,240000
A00001488,2/28/2022,2/28/2022,11000
A00000006,7/31/2018,1/31/2018,50000
A00000255,2/29/2020,7/31/2019,18000
A00000264,8/31/2019,8/31/2019,1000
A00000114,9/30/2018,4/30/2018,2000
A00000094,9/30/2019,1/31/2018,41000
A00000042,6/30/2022,3/31/2018,1000
A00000001,7/31/2021,1/31/2018,1000
A00001430,4/30/2023,9/30/2021,16000
A00000288,1/31/2020,12/31/2019,98000
A00000339,11/30/2020,6/30/2020,6000
A00000043,3/31/2023,1/31/2018,195000
A00000317,4/30/2021,3/31/2020,65000
A00000088,10/31/2020,1/31/2018,90000
A00000302,4/30/2020,2/29/2020,189000
A00000128,11/30/2022,7/31/2018,8220000
A00000128,9/30/2021,7/31/2018,5182000
A00000197,10/31/2019,2/28/2019,1442000
A00000078,2/29/2020,2/28/2018,1000
A00000218,11/30/2019,4/30/2019,38000
A00000215,3/31/2019,2/28/2019,58000
A00000119,5/31/2018,3/31/2018,2000
A00000420,6/30/2021,4/30/2021,229000
A00000127,6/30/2018,4/30/2018,2000
A00000114,12/31/2019,4/30/2018,2000
A00000083,9/30/2020,3/31/2018,1000
A00000269,9/30/2022,9/30/2019,3000
A00000230,8/31/2019,1/31/2018,5694000
A00000091,7/31/2021,11/30/2019,2000
A00000031,10/31/2018,1/31/2018,93000
A00000054,7/31/2020,7/31/2020,1000
A00000254,1/31/2020,3/31/2018,3000
A00000063,11/30/2021,1/31/2018,6058000
A00000281,9/30/2022,11/30/2019,11499000
A00001439,7/31/2022,10/31/2021,1000
A00000283,12/31/2020,11/30/2019,2687000
A00000209,2/28/2021,6/30/2019,40000
A00000244,6/30/2019,4/30/2019,25000
A00000326,11/30/2020,4/30/2020,18000
A00000290,4/30/2021,12/31/2019,78000
A00000374,1/31/2021,11/30/2020,64000
A00000085,7/31/2019,2/28/2018,3000
A00000085,8/31/2019,2/28/2018,5000
A00000294,7/31/2022,1/31/2020,61000
A00000146,4/30/2020,7/31/2018,2000
A00000230,4/30/2018,1/31/2018,1972000
A00000085,10/31/2020,2/28/2018,4000
A00000005,2/29/2020,1/31/2018,6721000
A00000244,4/30/2021,4/30/2019,381000
A00000244,10/31/2020,4/30/2019,254000
A00000089,6/30/2022,11/30/2020,1000
A00000001,8/31/2021,1/31/2018,2000
A00001468,10/31/2022,1/31/2022,65000
A00000105,9/30/2019,1/31/2018,2000
A00000242,6/30/2019,5/31/2019,993000
A00000348,11/30/2020,7/31/2020,2000
A00000234,7/31/2019,12/31/2018,3000
A00000039,8/31/2019,1/31/2018,2208000
A00000235,11/30/2019,10/31/2018,3000
A00000044,1/31/2022,1/31/2018,2000
A00000211,11/30/2019,5/31/2019,1599000
A00000417,3/31/2022,9/30/2021,9000
A00000038,2/28/2019,1/31/2018,20000
A00000396,10/31/2021,2/28/2021,36000
A00001414,5/31/2023,6/30/2021,13000
A00000269,12/31/2019,9/30/2019,3000
A00000001,12/31/2022,1/31/2018,3000
A00000037,3/31/2020,3/31/2018,1000
A00000309,2/29/2020,2/29/2020,21000
A00000155,4/30/2018,1/31/2018,149000
A00001447,3/31/2022,10/31/2021,10000
A00000003,3/31/2018,1/31/2018,1169000
A00001449,2/28/2022,11/30/2021,2000
A00000235,1/31/2022,10/31/2018,19000
A00000091,2/29/2020,11/30/2019,4000
A00000094,5/31/2022,1/31/2018,48000
A00000294,1/31/2023,1/31/2020,1240000
A00000006,3/31/2019,1/31/2018,318000
A00000171,4/30/2021,10/31/2018,3000
A00000254,8/31/2022,3/31/2018,16000
A00001483,1/31/2022,1/31/2022,11000
A00000162,11/30/2019,9/30/2018,133000
A00000357,1/31/2021,9/30/2020,40000
A00000290,12/31/2019,12/31/2019,9000
A00000204,8/31/2019,1/31/2019,2223000
A00000219,3/31/2019,1/31/2019,1000
A00000198,2/29/2020,1/31/2019,1000
A00000277,7/31/2021,10/31/2019,1000
A00000167,1/31/2022,5/31/2019,1000
A00000335,7/31/2021,5/31/2020,2000
A00000408,11/30/2021,3/31/2021,65000
A00000190,3/31/2019,10/31/2018,311000
A00000237,8/31/2019,1/31/2019,1000
A00000261,2/28/2021,8/31/2019,285000
A00000006,1/31/2020,1/31/2018,441000
A00000138,10/31/2022,6/30/2018,3000
A00000065,12/31/2018,3/31/2018,1000
A00000161,8/31/2018,8/31/2018,5000
A00000038,4/30/2022,1/31/2018,48000
A00001430,9/30/2021,9/30/2021,3000
A00000310,10/31/2021,2/29/2020,1000
A00001457,10/31/2022,11/30/2021,64000
A00000411,1/31/2022,4/30/2021,27000
A00001448,7/31/2022,11/30/2021,10000
A00000005,8/31/2018,1/31/2018,4733000
A00001396,1/31/2023,5/31/2021,94000
A00000143,5/31/2020,9/30/2018,7000
A00000083,4/30/2019,3/31/2018,3000
A00000006,1/31/2018,1/31/2018,44000
A00000115,1/31/2018,1/31/2018,3000
A00000044,1/31/2020,1/31/2018,1000
A00000264,10/31/2021,8/31/2019,3000
A00000063,9/30/2020,1/31/2018,4548000
A00000096,10/31/2019,1/31/2018,305000
A00000411,12/31/2021,4/30/2021,74000
A00000005,1/31/2020,1/31/2018,8025000
A00000002,6/30/2018,1/31/2018,81000
A00000115,3/31/2022,1/31/2018,6000
A00000162,6/30/2019,9/30/2018,118000
A00000050,8/31/2019,1/31/2018,4000
A00000031,6/30/2019,1/31/2018,58000
A00000138,3/31/2023,6/30/2018,5000
A00001563,12/31/2022,5/31/2022,1000
A00000218,11/30/2021,4/30/2019,16000
A00000085,8/31/2018,2/28/2018,9000
A00001629,1/31/2023,11/30/2022,1000
A00000156,11/30/2018,10/31/2018,1000
A00000387,3/31/2023,2/28/2021,2000
A00000293,1/31/2020,12/31/2019,34000
A00000096,4/30/2018,1/31/2018,87000
A00000269,2/28/2021,9/30/2019,2000
A00000037,10/31/2019,3/31/2018,2000
A00000206,5/31/2019,6/30/2018,828000
A00000039,9/30/2019,1/31/2018,2387000
A00000148,1/31/2019,7/31/2018,6066000
A00000288,6/30/2021,12/31/2019,707000
A00000002,4/30/2021,1/31/2018,25000
A00000154,7/31/2019,8/31/2018,644000
A00000180,2/28/2021,11/30/2018,948000
A00000173,12/31/2022,9/30/2018,2000
A00001408,3/31/2023,7/31/2021,2000
A00001540,6/30/2022,5/31/2022,127000
A00000127,3/31/2019,4/30/2018,1000
A00000230,9/30/2018,1/31/2018,4256000
A00000196,7/31/2020,3/31/2019,60000
A00000056,12/31/2020,3/31/2018,1000
A00000336,1/31/2021,5/31/2020,719000
A00000123,3/31/2018,1/31/2018,3000
A00000327,2/28/2022,4/30/2020,667000
A00000247,9/30/2022,7/31/2019,1000
A00000269,8/31/2021,9/30/2019,3000
A00000291,9/30/2020,12/31/2019,2000
A00000220,2/28/2021,2/28/2019,1000
A00000224,5/31/2019,1/31/2019,29000
A00000268,11/30/2021,10/31/2019,810000
A00000175,11/30/2018,10/31/2018,22000
A00000194,10/31/2021,3/31/2019,1000
A00000025,8/31/2021,1/31/2018,2000
A00001501,3/31/2022,2/28/2022,2000
A00001419,8/31/2021,7/31/2021,75000
A00000148,11/30/2019,7/31/2018,7563000
A00000209,2/28/2023,6/30/2019,346000
A00001523,1/31/2023,9/30/2022,12000
A00000306,4/30/2022,11/30/2020,117000
A00000002,6/30/2019,1/31/2018,138000
A00000148,2/28/2021,7/31/2018,6937000
A00000274,1/31/2020,10/31/2019,1924000
A00000317,12/31/2022,3/31/2020,79000
A00000038,11/30/2021,1/31/2018,26000
A00000037,1/31/2023,3/31/2018,1000
A00001456,4/30/2023,11/30/2021,790000
A00000198,9/30/2020,1/31/2019,2000
A00000262,3/31/2023,9/30/2019,1000
A00000092,3/31/2020,11/30/2019,1000
A00000128,9/30/2018,7/31/2018,2758000
A00000005,3/31/2021,1/31/2018,90037000
A00000289,3/31/2021,12/31/2019,305000
A00000200,11/30/2022,4/30/2019,13000
A00000026,12/31/2022,1/31/2018,14000
A00000259,7/31/2020,9/30/2019,42000
A00000038,10/31/2022,1/31/2018,81000
A00000335,10/31/2020,5/31/2020,518000
A00000150,11/30/2018,7/31/2018,526000
A00000257,4/30/2021,8/31/2019,1000
A00002418,3/31/2023,2/28/2023,42000
A00000209,9/30/2022,6/30/2019,338000
A00000327,6/30/2021,4/30/2020,208000
A00001451,5/31/2022,12/31/2021,48000
A00000408,3/31/2023,3/31/2021,16000
A00000083,5/31/2022,3/31/2018,2000
A00000072,1/31/2020,1/31/2018,835000
A00000215,4/30/2019,2/28/2019,53000
A00000306,11/30/2021,11/30/2020,211000
A00000142,9/30/2021,2/28/2018,277000
A00000303,10/31/2020,3/31/2020,270000
A00000030,1/31/2019,1/31/2018,17000
A00000239,3/31/2023,3/31/2019,4000
A00000235,12/31/2019,10/31/2018,1000
A00000083,6/30/2020,3/31/2018,1000
A00000209,3/31/2021,6/30/2019,52000
A00000036,5/31/2023,1/31/2018,9000
A00000226,4/30/2022,10/31/2018,71000
A00000148,4/30/2019,7/31/2018,5624000
A00000030,11/30/2018,1/31/2018,7000
A00001483,4/30/2022,1/31/2022,8000
A00000041,6/30/2021,1/31/2018,1000
A00000239,3/31/2020,3/31/2019,874000
A00000213,1/31/2020,9/30/2018,12547000
A00000294,10/31/2022,1/31/2020,60000
A00000155,4/30/2022,1/31/2018,7342000
A00000001,7/31/2019,1/31/2018,3000
A00000263,1/31/2020,8/31/2019,40000
A00000044,4/30/2019,1/31/2018,4000
A00000306,4/30/2023,11/30/2020,1250000
A00000357,6/30/2022,9/30/2020,181000
A00000264,2/28/2021,8/31/2019,1000
A00000026,9/30/2021,1/31/2018,2000
A00000344,12/31/2020,7/31/2020,63000
A00000143,6/30/2022,9/30/2018,14000
A00000043,3/31/2020,1/31/2018,1281000
A00000269,11/30/2021,9/30/2019,4000
A00000298,12/31/2020,2/29/2020,128000
A00000107,9/30/2019,1/31/2018,6000
A00001497,3/31/2023,2/28/2022,2000
A00000263,8/31/2019,8/31/2019,17000
A00000036,8/31/2019,1/31/2018,3000
A00000283,6/30/2020,11/30/2019,2353000
A00000257,5/31/2022,8/31/2019,1000
A00002471,5/31/2023,5/31/2023,11000
A00000094,8/31/2019,1/31/2018,59000
A00000294,12/31/2020,1/31/2020,74000
A00000143,12/31/2021,9/30/2018,15000
A00000155,2/28/2022,1/31/2018,7377000
A00001449,11/30/2022,11/30/2021,3000
A00000176,3/31/2019,10/31/2018,1000
A00000143,3/31/2022,9/30/2018,14000
A00000290,3/31/2020,12/31/2019,38000
A00000132,5/31/2018,5/31/2018,1000
A00000038,8/31/2020,1/31/2018,18000
A00000218,4/30/2019,4/30/2019,26000
A00000221,4/30/2023,1/31/2019,1000
A00000065,6/30/2020,3/31/2018,3000
A00000044,10/31/2021,1/31/2018,2000
A00000031,3/31/2019,1/31/2018,61000
A00000094,8/31/2021,1/31/2018,80000
A00001503,6/30/2022,3/31/2022,1000
A00000096,9/30/2022,1/31/2018,1004000
A00000074,2/28/2018,2/28/2018,1000
A00000221,5/31/2022,1/31/2019,3000
A00000042,4/30/2019,3/31/2018,1000
A00000050,5/31/2019,1/31/2018,2000
A00000298,1/31/2021,2/29/2020,61000
A00000030,9/30/2020,1/31/2018,5000
A00000405,2/28/2023,3/31/2021,2000
A00000218,4/30/2022,4/30/2019,28000
A00000111,3/31/2018,1/31/2018,1000
A00000162,12/31/2020,9/30/2018,130000
A00000001,1/31/2023,1/31/2018,2000
A00000119,7/31/2019,3/31/2018,5000
A00000154,10/31/2019,8/31/2018,1068000
A00000209,5/31/2022,6/30/2019,1400000
A00000336,2/28/2022,5/31/2020,2576000
A00000040,9/30/2021,1/31/2018,3000
A00000138,11/30/2022,6/30/2018,7000
A00000316,2/28/2021,4/30/2020,348550000
A00000216,12/31/2019,10/31/2018,4000
A00000149,6/30/2022,7/31/2018,138000
A00000411,4/30/2022,4/30/2021,90000
A00000146,8/31/2019,7/31/2018,1000
A00000150,10/31/2021,7/31/2018,651000
A00000254,4/30/2020,3/31/2018,5000
A00000281,10/31/2022,11/30/2019,10213000
A00000190,5/31/2019,10/31/2018,560000
A00000235,6/30/2022,10/31/2018,60000
A00001569,11/30/2022,7/31/2022,1000
A00000091,9/30/2020,11/30/2019,1000
A00000417,11/30/2022,9/30/2021,1000
A00000230,5/31/2020,1/31/2018,581000
A00000226,1/31/2021,10/31/2018,29000
A00001495,9/30/2022,2/28/2022,1000
A00000226,12/31/2020,10/31/2018,22000
A00000277,5/31/2021,10/31/2019,4000
A00000305,3/31/2023,7/31/2020,215000
A00000025,12/31/2021,1/31/2018,1000
A00002410,2/28/2023,2/28/2023,1000
A00000254,12/31/2018,3/31/2018,2000
A00000254,10/31/2019,3/31/2018,4000
A00000038,9/30/2022,1/31/2018,68000
A00000221,7/31/2022,1/31/2019,2000
A00000337,3/31/2021,6/30/2020,25000
A00000303,12/31/2020,3/31/2020,192000
A00000258,9/30/2019,8/31/2019,465000
A00000211,2/28/2023,5/31/2019,1939000
A00000155,12/31/2019,1/31/2018,5573000
A00000336,9/30/2022,5/31/2020,1214000
A00000040,7/31/2021,1/31/2018,2000
A00000293,1/31/2021,12/31/2019,9000
A00000043,4/30/2018,1/31/2018,341000
A00000003,11/30/2019,1/31/2018,778000
A00000088,12/31/2020,1/31/2018,104000
A00001580,8/31/2022,7/31/2022,2000
A00001441,2/28/2023,10/31/2021,5000
A00000304,2/29/2020,2/29/2020,7000
A00000382,5/31/2023,1/31/2021,335000
A00000221,10/31/2019,1/31/2019,2000
A00001436,5/31/2022,9/30/2021,96000
A00000239,6/30/2020,3/31/2019,38000
A00001414,4/30/2023,6/30/2021,4000
A00001439,11/30/2022,10/31/2021,1000
A00001596,10/31/2022,8/31/2022,1000
A00000251,2/28/2021,7/31/2019,328000
A00000196,10/31/2020,3/31/2019,74000
A00001554,3/31/2023,5/31/2022,8000
A00000148,11/30/2018,7/31/2018,4936000
A00000357,11/30/2022,9/30/2020,260000
A00000155,5/31/2020,1/31/2018,872000
A00000154,6/30/2020,8/31/2018,240000
A00000260,3/31/2023,4/30/2019,1000
A00000227,11/30/2019,5/31/2019,5000
A00000375,6/30/2022,12/31/2020,3000
A00000298,4/30/2022,2/29/2020,25000
A00000420,3/31/2022,4/30/2021,328000
A00000333,5/31/2020,4/30/2020,290000
A00000264,6/30/2021,8/31/2019,1000
A00000140,6/30/2018,6/30/2018,16000
A00000368,1/31/2021,1/31/2021,470000
A00000237,5/31/2020,1/31/2019,1000
A00000251,10/31/2019,7/31/2019,50000
A00000085,2/28/2018,2/28/2018,10000
A00000026,12/31/2020,1/31/2018,2000
A00000209,6/30/2021,6/30/2019,169000
A00000194,4/30/2022,3/31/2019,7000
A00000283,6/30/2022,11/30/2019,665000
A00000127,10/31/2018,4/30/2018,3000
A00001514,3/31/2022,3/31/2022,8000
A00000107,2/28/2021,1/31/2018,17000
A00001512,4/30/2022,3/31/2022,50000
A00000387,2/28/2023,2/28/2021,3000
A00000031,7/31/2019,1/31/2018,88000
A00000031,1/31/2018,1/31/2018,72000
A00000367,10/31/2021,10/31/2020,2000
A00000239,9/30/2019,3/31/2019,36000
A00000221,3/31/2023,1/31/2019,2000
A00000149,4/30/2022,7/31/2018,209000
A00000267,3/31/2020,10/31/2019,298000
A00000414,7/31/2021,4/30/2021,30000
A00000239,4/30/2021,3/31/2019,344000
A00000049,1/31/2023,2/28/2018,11000
A00001436,12/31/2021,9/30/2021,49000
A00000063,9/30/2018,1/31/2018,2029000
A00000180,11/30/2020,11/30/2018,1166000
A00000316,4/30/2020,4/30/2020,2156000
A00001612,1/31/2023,8/31/2022,2000
A00000263,9/30/2020,8/31/2019,380000
A00000206,4/30/2019,6/30/2018,684000
A00000119,2/28/2023,3/31/2018,15000
A00000041,9/30/2019,1/31/2018,5000
A00000288,7/31/2022,12/31/2019,3918000
A00000002,8/31/2019,1/31/2018,175000
A00001430,12/31/2022,9/30/2021,1000
A00000290,11/30/2020,12/31/2019,178000
A00000221,3/31/2022,1/31/2019,3000
A00000213,9/30/2019,9/30/2018,6177000
A00000304,3/31/2020,2/29/2020,9000
A00001448,10/31/2022,11/30/2021,13000
A00000230,1/31/2021,1/31/2018,2024000
A00000150,4/30/2020,7/31/2018,103000
A00000260,8/31/2019,4/30/2019,2000
A00000294,2/28/2021,1/31/2020,77000
A00000218,12/31/2021,4/30/2019,16000
A00000263,5/31/2021,8/31/2019,2000
A00001430,8/31/2022,9/30/2021,3000
A00000340,3/31/2021,6/30/2020,287000
A00000410,4/30/2021,3/31/2021,982271000
A00000005,4/30/2020,1/31/2018,39838000
A00001468,2/28/2023,1/31/2022,28000
A00001512,8/31/2022,3/31/2022,5000
A00000140,10/31/2020,6/30/2018,1701000
A00000091,5/31/2021,11/30/2019,1000
A00000183,9/30/2019,12/31/2018,3083000
A00000065,8/31/2022,3/31/2018,4000
A00001559,6/30/2022,5/31/2022,2000
A00000096,4/30/2021,1/31/2018,145000
A00000200,2/28/2023,4/30/2019,29000
A00000199,2/29/2020,2/28/2019,17662000
A00000248,4/30/2020,7/31/2019,18000
A00000015,11/30/2019,11/30/2019,1000
A00000239,11/30/2020,3/31/2019,264000
A00000204,2/28/2022,1/31/2019,304000
A00000088,1/31/2019,1/31/2018,111000
A00000297,5/31/2020,1/31/2020,1399000
A00001671,1/31/2023,11/30/2022,5000
A00000143,3/31/2019,9/30/2018,22000
A00000314,6/30/2022,4/30/2020,22000
A00000096,2/28/2019,1/31/2018,1322000
A00000102,4/30/2022,2/28/2018,1000
A00000239,12/31/2020,3/31/2019,203000
A00000162,9/30/2018,9/30/2018,18000
A00000298,4/30/2023,2/29/2020,4000
A00000096,4/30/2019,1/31/2018,758000
A00000288,9/30/2022,12/31/2019,3137000
A00000192,12/31/2021,2/28/2019,121000
A00001633,1/31/2023,9/30/2022,9000
A00000005,8/31/2020,1/31/2018,11008000
A00000049,8/31/2018,2/28/2018,1000
A00001614,12/31/2022,9/30/2022,5000
A00000077,1/31/2022,7/31/2018,1000
A00000142,11/30/2020,2/28/2018,364000
A00000368,4/30/2021,1/31/2021,215000
A00002415,2/28/2023,2/28/2023,1000
A00000265,6/30/2019,6/30/2019,25000
A00001512,11/30/2022,3/31/2022,7000
A00000065,1/31/2019,3/31/2018,2000
A00001548,4/30/2022,4/30/2022,2000
A00000209,6/30/2019,6/30/2019,7000
A00000162,11/30/2020,9/30/2018,129000
A00000142,4/30/2023,2/28/2018,90000
A00000289,10/31/2022,12/31/2019,333000
A00000293,3/31/2020,12/31/2019,134000
A00000038,10/31/2019,1/31/2018,24000
A00000025,8/31/2018,1/31/2018,2000
A00000255,4/30/2023,7/31/2019,152000
A00000142,10/31/2019,2/28/2018,413000
A00000172,2/29/2020,8/31/2018,39000
A00001615,12/31/2022,9/30/2022,1000
A00000094,10/31/2021,1/31/2018,27000
A00000218,12/31/2019,4/30/2019,30000
A00000227,5/31/2020,5/31/2019,9000
A00000109,8/31/2022,1/31/2018,11000
A00000268,4/30/2021,10/31/2019,685000
A00000150,4/30/2021,7/31/2018,216000
A00000005,1/31/2021,1/31/2018,54013000
A00000026,6/30/2021,1/31/2018,4000
A00000341,8/31/2021,10/31/2020,7897000
A00001424,1/31/2022,8/31/2021,8000
A00001479,7/31/2022,4/30/2022,1000
A00000288,3/31/2022,12/31/2019,4111000
A00000063,3/31/2018,1/31/2018,2432000
