Customer Cohort Month,Month,Volume
12/31/2020,1/31/2023,4022000
10/31/2019,9/30/2022,2348000
9/30/2020,12/31/2021,1215000
11/30/2019,4/30/2022,336000
7/31/2021,5/31/2022,83000
12/31/2018,5/31/2021,3346000
10/31/2019,3/31/2021,759000
7/31/2018,10/31/2022,23811000
1/31/2018,2/28/2022,5194000
3/31/2019,3/31/2022,1630000
4/30/2022,11/30/2022,80403000
7/31/2019,6/30/2021,494000
10/31/2020,3/31/2023,14754000
6/30/2018,4/30/2022,4696000
10/31/2018,12/31/2021,1621000
3/31/2021,8/31/2021,3334000
11/30/2020,3/31/2021,201000
12/31/2018,3/31/2022,6346000
12/31/2020,11/30/2021,3539000
10/31/2019,8/31/2022,2229000
10/31/2019,9/30/2021,10155000
2/29/2020,11/30/2022,1851000
12/31/2019,2/28/2023,460000
7/31/2020,4/30/2021,657000
12/31/2020,10/31/2021,3466000
6/30/2018,6/30/2021,1562000
4/30/2022,5/31/2022,27756000
1/31/2018,2/28/2023,36025000
10/31/2018,3/31/2023,4245000
1/31/2018,3/31/2022,6391000
11/30/2019,3/31/2022,409000
3/31/2018,2/28/2023,6000
2/29/2020,3/31/2021,295000
11/30/2020,7/31/2022,334000
4/30/2021,11/30/2021,7000
11/30/2021,1/31/2022,19000
4/30/2022,1/31/2023,84894000
12/31/2019,8/31/2021,31000
12/31/2020,7/31/2021,3254000
9/30/2018,4/30/2022,154000
7/31/2022,12/31/2022,265000
6/30/2021,2/28/2023,2478000
9/30/2020,6/30/2022,4800000
6/30/2018,3/31/2022,5032000
12/31/2021,4/30/2023,1000
10/31/2018,1/31/2022,1566000
8/31/2019,2/28/2023,293000
9/30/2018,8/31/2021,149000
6/30/2022,1/31/2023,265000
10/31/2020,8/31/2022,24832000
2/28/2022,4/30/2023,111000
8/31/2019,11/30/2021,427000
6/30/2022,3/31/2023,323000
11/30/2019,9/30/2022,500000
12/31/2021,1/31/2022,11000
2/28/2021,3/31/2022,521000
4/30/2022,3/31/2023,17662000
8/31/2018,2/28/2023,264000
10/31/2019,11/30/2022,2452000
6/30/2020,5/31/2023,872000
7/31/2018,3/31/2023,9940000
6/30/2021,10/31/2022,2248000
5/31/2022,5/31/2022,12000
6/30/2018,11/30/2021,3318000
10/31/2021,12/31/2022,3723000
7/31/2020,7/31/2022,385000
8/31/2018,5/31/2022,548000
3/31/2020,11/30/2022,321000
11/30/2019,9/30/2021,519000
11/30/2020,12/31/2021,153000
7/31/2019,10/31/2022,1268000
10/31/2018,12/31/2022,2702000
6/30/2021,3/31/2023,2714000
6/30/2021,4/30/2023,1015000
5/31/2021,2/28/2022,1396000
1/31/2021,5/31/2022,3333000
7/31/2020,12/31/2021,598000
2/29/2020,4/30/2021,214000
3/31/2022,3/31/2022,265000
10/31/2019,12/31/2022,2403000
7/31/2018,6/30/2021,7560000
5/31/2019,6/30/2021,5085000
6/30/2021,5/31/2023,8369000
5/31/2019,11/30/2022,6275000
3/31/2018,4/30/2023,3000
3/31/2020,7/31/2021,1041000
12/31/2018,9/30/2022,7584000
2/28/2022,12/31/2022,538000
9/30/2018,7/31/2021,113000
8/31/2019,1/31/2023,288000
4/30/2019,8/31/2022,3829000
5/31/2021,8/31/2022,2700000
10/31/2018,7/31/2022,2033000
7/31/2018,1/31/2022,16466000
11/30/2021,10/31/2022,3911000
2/28/2021,8/31/2022,277000
12/31/2021,3/31/2022,62000
10/31/2019,3/31/2022,4992000
8/31/2019,12/31/2022,469000
5/31/2019,3/31/2021,4864000
6/30/2021,12/31/2022,2457000
2/28/2021,1/31/2022,352000
6/30/2020,7/31/2022,1616000
8/31/2022,10/31/2022,190000
12/31/2018,4/30/2023,400000
8/31/2019,3/31/2021,264000
10/31/2019,6/30/2022,1750000
4/30/2022,8/31/2022,84901000
9/30/2020,2/28/2023,11413000
11/30/2018,4/30/2021,1077000
2/29/2020,3/31/2022,450000
1/31/2021,7/31/2021,964000
4/30/2020,11/30/2021,365728000
5/31/2019,4/30/2022,9554000
8/31/2019,4/30/2022,421000
12/31/2018,7/31/2022,5301000
8/31/2021,1/31/2022,6819000
1/31/2022,6/30/2022,1476000
1/31/2022,11/30/2022,2195000
8/31/2018,4/30/2022,457000
4/30/2020,12/31/2021,289290000
7/31/2020,10/31/2022,341000
2/28/2023,5/31/2023,753000
10/31/2019,5/31/2023,1902000
1/31/2021,1/31/2022,4735000
9/30/2020,1/31/2023,10897000
6/30/2020,2/28/2022,2192000
12/31/2018,5/31/2022,5046000
12/31/2018,8/31/2021,5264000
6/30/2022,10/31/2022,243000
9/30/2018,3/31/2021,178000
12/31/2018,8/31/2022,6767000
5/31/2022,6/30/2022,23000
12/31/2020,9/30/2021,3151000
4/30/2021,8/31/2022,329000
9/30/2018,3/31/2023,217000
9/30/2018,7/31/2022,125000
7/31/2022,4/30/2023,96000
12/31/2021,8/31/2022,36000
10/31/2018,8/31/2021,1123000
12/31/2020,8/31/2021,3511000
5/31/2019,1/31/2022,8069000
12/31/2020,8/31/2022,4735000
4/30/2021,5/31/2021,282000
2/29/2020,12/31/2022,1737000
8/31/2021,7/31/2022,8218000
1/31/2019,3/31/2022,89000
2/28/2022,3/31/2022,855000
6/30/2020,1/31/2023,855000
11/30/2021,11/30/2022,3036000
3/31/2021,3/31/2022,4673000
9/30/2018,9/30/2021,124000
3/31/2021,2/28/2023,3582000
3/31/2021,11/30/2022,4470000
5/31/2022,3/31/2023,189000
6/30/2021,6/30/2022,309000
4/30/2019,6/30/2022,3887000
5/31/2019,1/31/2023,7493000
7/31/2019,12/31/2022,1309000
8/31/2019,5/31/2022,433000
3/31/2019,5/31/2023,8000
9/30/2019,3/31/2023,47000
3/31/2021,4/30/2023,1320000
4/30/2022,12/31/2022,77584000
4/30/2020,6/30/2022,129364000
9/30/2020,10/31/2021,965000
10/31/2018,6/30/2021,955000
8/31/2019,4/30/2021,382000
3/31/2021,4/30/2021,130000
6/30/2018,11/30/2022,5262000
4/30/2020,9/30/2021,237719000
12/31/2020,9/30/2022,4142000
1/31/2018,5/31/2021,106000
3/31/2020,6/30/2021,1057000
5/31/2019,2/28/2023,6146000
6/30/2021,11/30/2021,513000
6/30/2021,1/31/2023,2550000
9/30/2018,12/31/2022,133000
1/31/2022,2/28/2023,2237000
7/31/2020,3/31/2022,728000
5/31/2021,8/31/2021,847000
3/31/2020,8/31/2022,371000
5/31/2022,9/30/2022,46000
10/31/2019,2/28/2023,2615000
6/30/2018,3/31/2021,1464000
5/31/2022,8/31/2022,47000
10/31/2022,5/31/2023,425000
5/31/2021,3/31/2023,3001000
1/31/2021,6/30/2022,3684000
11/30/2021,2/28/2022,7524000
8/31/2021,12/31/2021,5039000
5/31/2021,7/31/2021,746000
4/30/2020,3/31/2021,293803000
11/30/2018,11/30/2021,1361000
4/30/2019,2/28/2022,1303000
5/31/2021,12/31/2021,4310000
9/30/2021,10/31/2022,2000
8/31/2019,6/30/2022,467000
8/31/2019,5/31/2023,244000
7/31/2019,4/30/2022,975000
7/31/2019,8/31/2021,491000
7/31/2018,5/31/2022,24283000
3/31/2020,1/31/2023,295000
9/30/2020,8/31/2022,6379000
1/31/2018,9/30/2021,1270000
12/31/2020,6/30/2022,4420000
10/31/2022,1/31/2023,649000
2/28/2019,5/31/2023,3212000
9/30/2020,7/31/2021,209000
4/30/2021,9/30/2021,7000
12/31/2020,5/31/2023,2784000
8/31/2018,5/31/2021,91000
1/31/2021,9/30/2022,2423000
